33,68,5,442,2001-02-16
35,40,0,440,2001-11-25
27,41,0,184,2000-01-07
24,47,0,0,2000-10-14
39,62,0,0,2000-08-25
24,68,0,437,2001-08-20
33,38,0,143,2000-03-05
30,72,6,379,2001-06-29
20,52,0,130,2000-11-10
24,55,1,71,2000-05-01
31,47,3,112,2000-01-21
21,54,0,524,2001-01-22
32,36,1,270,2000-04-02
29,71,0,412,2000-09-02
33,66,0,111,2000-01-04
29,64,5,94,2001-10-08
37,65,0,0,2001-05-26
24,46,5,38,2001-07-12
20,37,0,507,2001-02-23
20,41,0,73,2001-06-30
40,68,0,274,2001-07-07
27,54,0,273,2001-07-15
34,36,6,61,2000-12-21
25,62,0,109,2000-10-21
32,63,0,61,2001-11-04
31,75,2,60,2000-04-03
31,75,0,570,2001-01-07
29,74,0,365,2000-11-16
37,62,0,560,2001-01-19
38,57,3,0,2000-04-09
21,71,0,416,2001-05-20
39,58,4,51,2001-02-02
26,72,0,370,2000-07-23
40,38,0,287,2000-12-15
27,63,0,454,2000-06-16
26,66,0,494,2000-08-21
29,49,0,25,2001-06-20
35,50,0,130,2000-06-20
39,75,0,144,2000-07-11
36,43,3,424,2001-03-31
21,68,0,3,2000-10-15
32,38,4,544,2000-09-05
24,51,0,0,2001-11-07
37,75,3,212,2000-04-17
20,63,1,0,2001-03-18
28,40,0,170,2001-08-30
28,50,0,107,2000-02-03
