id,temp,humidity,rainfall,cases,date
175,27,54,,273,2001-07-15
176,34,36,6,61,2000-12-21
177,25,62,,109,2000-10-21
178,32,63,,61,2001-11-04
179,31,75,2,60,2000-04-03
180,31,75,,570,2001-01-07
181,29,74,,365,2000-11-16
182,37,62,,560,2001-01-19
183,38,57,3,,2000-04-09
184,21,71,,416,2001-05-20
185,39,58,4,51,2001-02-02
186,26,72,,370,2000-07-23
187,40,38,,287,2000-12-15
188,27,63,,454,2000-06-16
189,26,66,,494,2000-08-21
190,29,49,,25,2001-06-20
191,35,50,,130,2000-06-20
192,39,75,,144,2000-07-11
193,36,43,3,424,2001-03-31
194,21,68,,3,2000-10-15
195,32,38,4,544,2000-09-05
196,24,51,,,2001-11-07
197,37,75,3,212,2000-04-17
198,20,63,1,,2001-03-18
199,28,40,,170,2001-08-30
200,28,50,,107,2000-02-03
201,22,42,5,22,2001-02-22
202,39,71,,118,2000-01-08
203,27,69,,531,2001-02-23
204,33,39,1,514,2000-10-31
205,40,50,6,464,2001-03-08
206,37,56,2,,2000-04-15
207,28,70,,,2001-03-01
208,28,40,1,5,2001-05-07
209,40,74,,,2000-09-25
210,33,73,2,368,2000-07-24
211,40,44,5,183,2000-04-17
212,38,74,4,468,2000-08-13
213,20,38,,,2000-05-10
214,32,41,,344,2000-12-19
215,39,63,,472,2001-08-08
216,30,52,,373,2001-12-03
217,28,40,,515,2000-06-12
218,30,52,,355,2000-03-20
219,32,69,,7,2000-01-11
220,36,62,,390,2000-01-10
221,31,59,,565,2001-11-27
222,31,69,,,2000-07-31
223,34,62,2,122,2001-11-26
224,22,60,3,157,2000-09-09
225,40,58,,523,2001-01-11
226,37,52,,158,2000-12-23
227,35,54,,363,2000-10-26
228,30,48,,114,2001-10-28
229,39,75,,141,2001-07-22
230,27,68,1,509,2001-01-05
231,21,38,,530,2001-04-04
232,21,55,6,92,2001-06-03
233,36,64,,569,2001-07-03
234,33,73,,163,2000-05-20
235,37,66,1,529,2000-05-13
236,38,68,5,122,2001-06-19
237,26,52,2,128,2001-10-22
238,25,65,,,2000-01-25
239,31,48,5,,2001-06-06
240,28,48,3,338,2000-04-24
241,28,44,,413,2001-07-29
242,28,49,6,,2000-06-18
243,23,50,,22,2000-07-29
244,32,72,4,7,2000-02-12
245,29,67,4,138,2000-09-10
246,24,60,,410,2000-11-28
247,20,43,,529,2001-03-02
248,37,46,6,431,2001-02-05
249,33,64,4,214,2000-12-02
250,34,57,,222,2001-11-03
251,24,67,5,490,2000-05-07
252,39,69,,137,2000-12-12
253,39,48,,340,2001-11-22
254,33,41,6,545,2001-04-10
255,34,58,,573,2000-08-04
256,37,40,,444,2000-02-29
257,25,75,,,2001-05-19
258,38,41,,584,2000-12-20
259,37,47,,539,2000-10-24
260,37,44,2,453,2000-03-21
261,31,51,,580,2000-04-07
262,20,75,,411,2000-04-16
263,24,43,,594,2001-05-23
264,20,45,,481,2001-02-08
265,32,49,,,2000-08-24
266,22,35,,573,2001-01-26
267,32,43,3,128,2000-09-14
268,20,51,,356,2000-09-04
269,35,66,,312,2001-09-05
270,28,41,,,2000-03-24
271,22,65,,63,2000-03-21
272,40,69,,,2001-06-29
273,30,54,3,,2000-10-30
274,30,52,,,2000-01-03
275,39,60,,555,2000-04-11
276,24,46,,317,2001-08-03
277,32,43,4,,2000-06-10
278,35,66,5,592,2000-08-17
279,34,62,,558,2001-08-23
280,34,62,1,,2000-01-01
281,38,49,4,308,2001-10-19
282,40,74,,,2000-07-25
283,22,70,,388,2001-11-22
284,38,59,6,308,2000-08-14
285,32,65,2,65,2001-09-20
286,35,62,,280,2000-06-26
287,39,45,5,261,2000-07-21
288,28,66,,,2000-10-11
289,29,56,,135,2000-01-04
290,25,69,,37,2000-12-18
291,30,54,,313,2001-11-14
292,39,43,,543,2000-12-31
293,36,66,4,90,2001-05-02
294,31,69,,492,2001-10-18
295,23,53,,,2000-09-28
296,32,54,,124,2001-07-20
297,32,63,,137,2000-04-02
298,39,40,6,33,2000-12-24
299,26,43,,389,2000-11-07
300,20,68,,227,2000-04-27
301,25,47,2,,2001-08-02
302,40,59,2,388,2000-03-04
303,21,62,,310,2001-02-19
304,35,46,,,2000-06-19
305,24,64,,191,2000-02-15
306,23,42,6,44,2000-11-02
307,37,53,,424,2001-09-24
308,28,65,6,136,2001-09-06
309,23,48,,24,2000-03-31
310,33,75,1,33,2000-05-27
311,23,42,,420,2001-09-15
312,20,62,,17,2001-03-11
313,37,52,,11,2001-08-12
314,32,62,,365,2000-01-30
315,29,38,,,2000-04-23
316,25,51,,98,2001-07-21
317,25,75,,140,2000-11-29
318,20,57,2,282,2000-05-29
319,38,69,3,149,2000-04-04
320,40,60,4,510,2000-07-06
321,38,45,2,365,2000-06-20
322,37,44,,161,2000-03-14
323,21,52,,208,2001-06-01
324,29,54,,310,2000-02-07
325,32,36,,187,2001-02-24
326,39,73,,545,2000-02-25
327,31,73,2,327,2000-11-23
328,36,37,2,349,2000-01-27
329,22,71,3,530,2000-10-26
330,29,59,4,53,2001-11-05
331,24,64,4,575,2000-07-12
332,31,65,2,81,2000-02-15
333,38,64,6,100,2001-11-03
334,21,61,,418,2001-03-09
335,34,47,,85,2001-11-07
336,38,58,,471,2000-07-13
337,29,70,,249,2001-06-11
338,39,35,,349,2000-05-01
339,31,38,,62,2000-02-15
340,34,55,,309,2000-06-16
341,31,58,5,312,2000-07-14
342,30,65,,98,2000-03-08
343,24,64,2,389,2001-04-08
344,37,69,,586,2001-04-11
345,33,48,5,80,2000-08-15
346,33,40,,445,2001-06-27
347,26,38,3,551,2000-10-04
348,39,68,2,552,2000-08-19
349,34,52,,,2000-10-15
350,33,56,,352,2000-12-18
351,27,44,5,476,2001-08-01
352,36,68,,217,2000-05-09
353,24,74,1,592,2001-10-04
354,39,36,,,2001-11-28
355,38,59,,422,2001-01-04
356,22,66,,464,2001-07-14
357,29,61,,419,2000-09-02
358,23,51,,193,2001-02-14
359,36,36,3,342,2000-05-18
360,39,69,,,2001-08-31
361,38,66,4,519,2001-03-05
362,28,57,3,97,2000-03-10
363,36,39,2,,2000-06-20
364,36,71,1,267,2000-01-31
365,24,65,,208,2001-10-20
366,25,58,2,458,2001-09-11
367,27,42,1,109,2000-11-29
368,24,45,,333,2001-05-14
369,37,59,,187,2001-07-11
370,39,67,,,2001-09-12
371,20,66,,563,2000-06-02
372,25,48,,324,2001-08-15
373,20,35,,106,2000-09-19
374,21,53,,,2000-01-05
375,31,43,4,471,2000-09-01
376,23,71,4,,2001-10-21
377,38,56,,170,2000-10-16
378,39,75,2,81,2000-09-15
379,33,70,,569,2001-11-09
380,32,72,3,423,2000-12-19
381,21,43,,46,2000-01-01
382,24,75,3,332,2001-06-16
383,34,52,4,256,2000-08-29
384,38,44,,200,2000-07-04
385,20,69,1,,2001-09-23
386,39,73,,58,2000-04-04
387,34,36,,,2000-07-02
388,28,36,6,210,2000-11-22
389,23,47,,240,2001-01-23
390,32,53,,577,2001-08-05
391,22,46,,454,2000-07-17
392,35,41,,382,2000-02-20
393,23,58,,95,2001-10-26
394,33,73,,280,2001-10-28
395,29,56,,480,2001-05-15
396,20,43,,176,2001-11-01
397,24,53,,,2000-08-06
398,37,69,,266,2000-01-22
399,31,75,1,331,2001-03-30
400,38,66,,347,2001-09-08
401,38,48,1,367,2000-01-06
402,26,62,4,457,2001-10-24
403,22,40,1,93,2001-10-21
404,30,67,6,12,2000-12-09
405,28,61,,37,2000-05-01
406,31,43,1,457,2001-11-25
407,31,61,,212,2001-08-18
408,32,37,,255,2001-01-02
409,36,50,,529,2000-02-28
410,29,58,5,44,2000-06-29
411,20,53,,347,2000-09-28
412,20,64,,6,2000-04-03
413,30,70,,153,2001-05-17
414,40,47,3,588,2000-09-05
415,27,45,,550,2000-04-02
416,25,75,,61,2001-06-08
417,28,38,2,,2000-11-21
418,24,45,,79,2000-09-21
419,27,56,,62,2000-01-14
420,29,62,,196,2001-11-14
421,28,43,,286,2001-12-04
422,38,57,,344,2000-06-16
423,32,63,2,540,2001-05-07
424,29,53,,582,2000-04-19
425,32,53,,131,2000-11-12
426,23,62,,539,2001-06-06
427,26,59,,194,2001-11-25
428,23,58,2,452,2000-08-06
429,38,63,2,215,2001-07-20
430,34,36,,437,2000-09-13
431,39,64,5,43,2001-01-16
432,22,51,,559,2001-10-18
433,29,35,6,254,2000-12-08
434,36,42,,425,2000-09-07
435,26,68,,275,2000-07-31
436,38,42,,397,2001-08-06
437,24,67,2,,2001-03-29
438,28,49,,473,2000-02-19
439,38,65,,,2001-04-14
440,33,60,,545,2000-06-29
441,36,37,,224,2001-01-27
442,20,66,,71,2001-10-06
443,27,60,,380,2000-01-05
444,39,54,,66,2000-09-25
445,22,57,,408,2000-07-19
446,35,60,,,2001-12-05
447,28,55,2,282,2001-09-23
448,23,37,1,555,2000-03-09
449,21,64,5,477,2001-09-28
450,37,69,3,100,2000-10-28
451,27,59,,209,2001-01-05
452,28,54,,465,2001-10-05
453,34,43,,454,2001-10-23
454,33,50,,156,2000-06-15
455,25,65,1,346,2000-08-04
456,24,73,,396,2000-12-31
457,27,60,1,101,2000-01-08
458,38,41,,,2001-04-27
459,32,55,,152,2000-09-18
460,28,70,,481,2000-09-21
461,40,40,5,,2001-06-18
462,20,60,,124,2001-01-03
463,39,58,1,81,2000-10-09
464,34,69,4,549,2000-08-01
465,30,47,,194,2000-08-11
466,22,63,4,63,2001-02-03
467,23,63,,418,2000-11-22
468,40,37,,58,2001-02-25
469,27,48,,68,2000-10-11
470,35,59,,453,2001-06-29
471,28,41,4,237,2000-05-16
472,27,65,,125,2001-07-11
473,22,48,3,358,2001-01-23
474,21,52,,353,2001-04-18
475,31,37,1,513,2001-02-27
476,21,47,2,385,2000-08-06
477,21,43,,279,2001-06-26
478,23,51,,295,2000-06-16
479,37,45,,126,2000-12-10
480,25,57,5,386,2001-02-05
481,32,56,,355,2001-12-09
482,32,53,3,322,2001-11-28
483,34,49,,154,2000-07-25
484,25,47,,234,2001-02-15
485,21,42,1,240,2001-08-06
486,28,66,,123,2000-05-19
487,23,71,,,2000-06-09
488,23,69,2,327,2000-04-02
489,33,48,,,2000-01-28
490,23,45,,77,2001-05-12
491,29,54,3,386,2000-07-31
492,26,67,6,82,2001-11-02
493,35,56,,396,2000-07-17
494,31,54,5,141,2000-05-20
495,30,37,,341,2001-02-05
496,20,35,,,2000-07-28
497,24,67,,,2001-06-17
498,30,72,,132,2000-03-08
499,39,66,,161,2000-11-23
500,32,56,,71,2000-11-21
501,26,38,3,,2001-06-17
502,37,53,,567,2000-03-26
503,39,67,,214,2001-02-05
504,22,37,3,243,2000-05-30
505,30,67,,306,2001-04-08
506,40,70,1,228,2001-06-04
507,31,42,,557,2001-07-26
508,23,36,,459,2000-12-21
509,32,46,,435,2001-06-27
510,25,35,,589,2001-06-22
511,32,43,,47,2000-02-06
512,28,63,,6,2001-03-03
513,35,75,,547,2000-07-08
514,23,70,1,401,2001-09-20
515,32,41,,281,2001-09-14
516,35,75,6,9,2001-01-17
517,35,54,,329,2000-07-24
518,38,41,,563,2001-06-12
519,37,62,,268,2000-03-10
520,20,35,,446,2000-09-26
521,30,53,3,199,2001-07-07
522,31,60,1,488,2000-10-06
523,38,41,,566,2000-06-06
524,20,44,,539,2000-05-14
525,39,38,2,13,2001-05-07
526,38,70,,,2000-04-10
527,24,46,,58,2001-01-25
528,28,41,,327,2001-11-11
529,29,65,,,2000-11-26
530,21,35,,558,2000-09-01
531,23,49,,61,2000-04-09
532,34,36,4,475,2000-04-07
533,32,71,,453,2001-08-21
534,32,75,,250,2001-08-12
535,31,45,,213,2000-11-11
536,27,60,,199,2000-01-31
537,39,39,2,88,2000-06-11
538,38,75,,146,2000-01-30
539,40,36,,294,2000-11-13
540,21,47,,539,2001-03-15
541,21,41,,139,2001-12-04
542,38,74,,580,2000-02-29
543,25,44,4,46,2000-07-20
544,25,56,,472,2000-02-10
545,34,64,,389,2000-09-12
546,24,45,,52,2000-09-27
547,20,39,4,345,2001-06-17
548,31,72,,542,2000-07-30
549,30,37,,,2001-05-14
550,20,38,,192,2000-03-26
551,37,59,,,2000-02-11
552,31,66,4,,2001-03-16
553,23,52,,406,2001-07-01
554,37,51,,289,2001-01-18
555,27,58,,,2001-06-09
556,20,36,,362,2001-04-03
557,39,68,3,88,2001-05-26
558,21,72,,547,2001-07-31
559,34,56,2,579,2001-04-05
560,34,48,,348,2001-04-06
561,20,63,,366,2001-10-25
562,20,39,2,109,2001-07-12
563,22,50,,437,2001-08-21
564,40,66,,242,2000-03-31
565,27,35,3,564,2000-03-30
566,37,52,2,427,2001-10-19
567,34,72,1,377,2001-10-10
568,30,36,,18,2001-10-18
569,32,55,,561,2001-03-05
570,22,48,,292,2001-04-18
571,38,62,,524,2000-10-08
572,33,50,,245,2001-05-19
573,37,44,4,595,2000-06-26
574,33,63,,33,2001-09-30
575,24,50,,132,2001-10-07
576,40,73,,522,2000-10-08
577,40,64,,,2001-06-20
578,32,45,5,332,2001-06-09
579,20,43,6,,2000-11-08
580,25,59,6,231,2000-11-12
581,22,57,,507,2001-10-11
582,23,45,2,,2001-06-13
583,39,43,3,248,2000-10-12
584,27,54,,,2000-10-16
585,34,75,,239,2001-09-16
586,29,64,,113,2001-10-09
587,24,64,,93,2000-08-13
588,28,56,1,229,2000-07-07
589,28,72,3,6,2000-07-11
590,40,55,,322,2001-06-20
591,24,35,,112,2000-11-06
592,31,58,,433,2000-09-07
593,24,48,,569,2000-11-17
594,24,61,2,356,2001-09-27
595,33,47,,393,2000-12-11
596,39,51,3,249,2000-12-01
597,30,65,,500,2000-04-02
598,31,37,,432,2001-11-21
599,31,73,,38,2001-04-12
600,27,67,,,2001-09-29
601,37,70,,59,2000-11-24
602,36,74,4,175,2000-03-01
603,37,45,1,130,2001-05-19
604,40,51,,247,2000-02-15
605,22,75,,215,2000-02-18
606,20,41,,109,2000-02-24
607,35,48,,430,2001-05-28
608,22,60,,521,2000-07-29
609,23,65,,597,2000-12-17
610,31,74,,227,2001-06-17
611,37,51,3,523,2001-03-23
612,30,50,,225,2001-05-23
613,37,57,,583,2000-05-24
614,23,43,,,2001-04-29
615,37,36,,570,2000-04-22
616,39,56,,374,2000-04-06
617,34,40,5,585,2000-07-17
618,36,40,6,,2001-09-19
619,23,41,,380,2000-08-21
620,22,61,,543,2000-04-27
621,27,74,,435,2001-06-24
622,34,71,,246,2001-10-11
623,25,50,4,553,2001-09-10
624,24,36,1,600,2001-01-28
625,29,51,,413,2000-04-14
626,32,43,,,2000-03-05
627,24,40,1,135,2000-06-14
628,33,61,,24,2000-06-17
629,27,75,2,195,2000-05-17
630,37,65,3,,2000-05-23
631,38,71,,80,2000-06-26
632,34,39,,431,2001-10-02
633,40,68,,240,2000-05-31
634,36,64,,598,2000-09-23
635,34,49,,56,2001-08-19
636,20,49,3,101,2001-05-24
637,38,49,,,2000-11-03
638,20,39,,361,2000-08-07
639,35,38,6,52,2000-08-03
640,22,70,1,520,2001-04-06
641,31,47,1,297,2000-01-28
642,31,44,,411,2000-03-24
643,37,37,5,,2000-05-05
644,23,48,,551,2000-11-11
645,29,72,,316,2000-09-02
646,21,39,2,546,2001-05-21
647,30,62,,437,2001-07-02
648,28,54,,354,2000-03-03
649,32,56,4,297,2000-08-04
650,25,72,6,127,2001-06-29
651,20,67,,323,2000-12-23
652,22,53,,5,2001-03-12
653,35,45,5,362,2001-09-19
654,39,52,,595,2001-11-08
655,39,75,,60,2000-03-22
656,21,70,,211,2001-08-21
657,37,54,,76,2001-08-07
658,34,53,6,503,2000-02-14
659,39,39,,477,2001-03-31
660,25,71,1,384,2000-02-27
661,28,36,,28,2000-11-17
662,31,64,,208,2000-07-11
663,23,37,,272,2000-09-11
664,36,59,,557,2000-03-25
665,39,41,,499,2000-08-13
666,37,65,,267,2001-04-18
667,21,72,,354,2000-03-23
668,37,67,,588,2001-07-12
669,31,73,,279,2001-04-16
670,31,72,,30,2001-09-01
671,36,40,,230,2001-08-01
672,34,44,,405,2000-12-27
673,21,63,3,528,2001-09-20
674,31,64,,18,2001-11-29
675,40,65,6,448,2001-04-21
676,28,64,3,109,2000-12-17
677,33,64,,,2000-04-26
678,29,54,1,421,2001-03-20
679,37,54,,70,2001-07-18
680,22,40,,527,2001-04-10
681,31,67,2,534,2000-01-03
682,37,65,,153,2000-05-23
683,30,62,,144,2000-07-05
684,23,57,2,253,2001-07-11
685,28,55,,408,2001-01-11
686,29,45,,400,2000-07-11
687,39,53,,55,2001-04-06
688,31,40,,479,2000-01-23
689,25,75,,279,2001-10-05
690,34,75,,223,2001-03-20
691,28,38,,254,2000-10-14
692,34,57,4,381,2000-06-15
693,20,48,,134,2000-02-26
694,22,73,2,319,2000-09-18
695,29,72,2,343,2001-04-03
696,38,54,,144,2000-08-09
697,29,44,3,102,2000-10-31
698,36,41,,285,2000-01-08
699,20,40,5,226,2000-11-14
700,28,74,4,221,2000-08-13
701,34,66,1,,2001-02-14
702,39,54,,584,2000-07-05
703,34,66,,203,2001-03-01
704,32,71,,63,2000-11-24
705,27,62,,197,2001-10-06
706,24,71,,141,2000-09-25
707,40,67,1,,2000-07-18
708,40,51,,364,2000-06-27
709,38,42,,495,2000-02-12
710,36,44,,387,2000-11-01
711,31,38,,,2001-09-27
712,37,66,,330,2000-01-11
713,40,67,,414,2001-06-15
714,23,39,,269,2000-09-22
715,27,57,,142,2000-08-04
716,39,42,,185,2000-09-18
717,40,42,,35,2001-03-26
718,36,40,,26,2000-10-12
719,33,73,,87,2001-03-25
720,38,73,,165,2001-09-15
721,29,64,,164,2000-03-05
722,32,52,,102,2001-04-03
723,29,57,6,308,2000-06-22
724,39,42,,222,2001-04-02
725,32,64,1,,2001-08-01
726,24,71,,532,2001-04-03
727,34,50,2,536,2000-04-02
728,38,53,2,99,2000-06-11
729,33,58,,535,2000-10-26
730,25,62,,362,2001-11-24
