id,temp,humidity,rainfall,cases,date
265,34,70,5,428,2002-05-23
266,36,73,,319,2003-06-01
267,27,56,1,,2002-08-02
268,22,44,,312,2003-02-13
269,40,41,3,,2002-11-13
270,22,62,2,114,2003-02-14
271,37,74,6,314,2002-05-05
272,31,44,,581,2002-03-02
273,21,51,,453,2002-09-22
274,23,59,,241,2002-03-10
275,38,58,,257,2002-09-09
276,21,69,3,234,2003-05-30
277,35,61,,,2002-12-19
278,28,71,,416,2002-12-03
279,34,57,2,23,2002-09-25
280,21,73,,106,2003-11-29
281,27,70,4,534,2003-07-23
282,33,52,,445,2002-12-19
283,27,69,,578,2002-11-13
284,29,71,,597,2002-01-27
285,27,38,,405,2002-02-24
286,36,58,,209,2002-11-12
287,40,61,,430,2003-02-07
288,30,67,,409,2003-06-07
289,26,53,,82,2002-04-17
290,31,58,,142,2002-04-19
291,32,69,,108,2003-07-21
292,20,55,,381,2003-03-26
293,32,58,,19,2003-11-06
294,28,43,3,244,2003-08-13
295,36,67,,,2002-03-29
296,40,44,5,53,2003-02-26
297,35,49,,,2003-12-04
298,29,52,,350,2003-03-06
299,29,39,3,13,2003-08-17
300,27,59,,310,2003-08-09
301,38,54,6,559,2003-04-05
302,29,50,,305,2002-11-29
303,36,49,,77,2002-04-07
304,40,60,,111,2003-09-26
305,20,69,,23,2002-11-30
306,40,72,3,552,2002-04-17
307,20,54,,68,2003-11-30
308,38,36,,359,2002-04-12
309,27,38,,140,2002-03-05
310,22,37,,184,2003-03-09
311,24,41,,47,2002-09-17
312,38,38,4,,2003-06-23
313,39,69,2,356,2003-10-30
314,30,54,3,,2003-10-19
315,40,68,5,,2002-06-29
316,31,67,1,143,2002-09-25
317,28,75,2,130,2003-04-28
318,36,53,5,509,2003-09-15
319,30,68,,161,2002-12-26
320,38,49,1,,2003-03-29
321,26,56,,360,2002-01-29
322,23,74,,88,2002-06-30
323,33,46,,452,2002-08-12
324,24,61,,77,2002-01-31
325,27,62,5,384,2002-08-17
326,20,59,6,462,2002-01-03
327,25,59,,586,2002-11-22
328,40,60,,411,2003-02-15
329,37,56,2,457,2002-05-04
330,21,35,1,371,2002-09-01
331,22,55,,372,2003-11-14
332,30,42,,52,2002-04-11
333,40,67,,178,2003-11-15
334,24,59,,322,2003-05-12
335,33,73,1,502,2003-02-20
336,37,68,,38,2002-09-22
337,37,71,,456,2003-07-15
338,26,73,2,197,2002-05-19
339,40,55,3,77,2002-06-15
340,27,64,,106,2003-09-03
341,39,54,,514,2002-05-05
342,38,57,4,489,2003-02-08
343,33,42,,264,2002-03-09
344,27,58,3,182,2002-11-12
345,22,42,5,60,2002-07-27
346,33,51,,282,2003-07-29
347,31,41,,493,2002-07-29
348,23,65,,,2003-05-05
349,38,49,,,2003-05-18
350,24,68,1,,2003-11-28
351,38,60,6,137,2002-01-15
352,37,60,,235,2002-01-11
353,30,68,6,457,2003-01-04
354,21,69,4,379,2003-04-07
355,39,64,,,2002-11-10
356,35,58,,192,2002-09-09
357,36,44,6,360,2002-04-21
358,39,46,,185,2003-04-12
359,22,65,1,372,2002-02-18
360,27,48,,512,2002-11-10
361,33,55,,496,2002-12-28
362,23,61,5,589,2002-04-08
363,26,61,2,172,2003-07-16
364,26,45,,241,2002-06-02
365,32,66,,599,2003-03-04
366,21,53,5,256,2003-02-21
367,31,61,,12,2002-05-01
368,22,35,,502,2002-01-28
369,35,49,1,83,2003-02-12
370,31,72,,375,2002-02-18
371,38,36,,,2003-09-08
372,21,43,6,400,2002-10-03
373,31,35,,572,2003-02-12
374,22,43,,507,2003-11-25
375,38,36,,405,2003-04-17
376,33,64,,141,2002-12-17
377,29,37,,423,2003-01-15
378,29,46,,264,2003-02-14
379,23,37,,102,2002-04-02
380,37,73,2,,2002-09-27
381,33,66,,448,2003-01-01
382,21,74,5,462,2002-10-31
383,29,66,,420,2002-08-31
384,25,56,,189,2003-06-04
385,21,54,,189,2002-07-15
386,20,60,,204,2003-10-24
387,26,45,,8,2003-01-19
388,35,58,6,37,2002-03-15
389,40,54,3,301,2002-07-13
390,40,49,,139,2002-11-03
391,33,50,4,328,2003-08-25
392,38,68,6,,2002-10-16
393,21,50,4,477,2002-04-30
394,20,69,2,290,2002-08-30
395,33,57,,539,2003-04-12
396,39,36,,358,2003-09-05
397,31,53,,73,2003-07-24
398,36,37,,178,2002-02-15
399,28,75,,419,2002-01-03
400,23,50,3,268,2002-01-05
401,30,50,,362,2002-09-24
402,25,71,2,558,2002-05-15
403,20,52,1,189,2002-10-15
404,40,67,,10,2003-04-15
405,29,46,,,2003-11-16
406,22,52,,584,2003-05-31
407,38,58,3,,2003-12-03
408,34,62,,11,2002-01-02
409,36,74,,483,2003-01-31
410,40,71,4,379,2002-07-08
411,25,57,5,486,2003-04-27
412,27,64,,336,2003-01-12
413,32,69,,270,2002-10-19
414,39,39,,62,2002-05-19
415,25,61,,422,2002-12-27
416,38,59,,365,2002-09-15
417,25,64,,,2002-03-13
418,32,65,,405,2003-05-22
419,21,71,5,150,2003-01-12
420,35,44,6,381,2003-10-03
421,25,68,5,133,2002-12-25
422,32,43,,538,2003-07-26
423,27,38,,485,2002-09-12
424,40,71,,558,2002-09-02
425,21,50,5,195,2003-03-06
426,30,72,1,417,2002-03-14
427,37,54,,58,2002-06-25
428,21,39,2,582,2003-04-01
429,28,73,,236,2002-09-16
430,39,70,,,2002-11-16
431,27,71,,251,2002-06-29
432,33,61,,534,2003-11-24
433,33,55,,324,2003-06-12
434,37,60,,269,2003-06-10
435,32,62,,156,2002-05-29
436,39,40,,352,2002-06-22
437,40,49,,212,2003-06-21
438,24,40,6,368,2003-04-15
439,36,59,5,591,2003-10-07
440,31,46,3,235,2003-06-17
441,26,38,3,159,2002-02-26
442,28,49,,207,2002-05-13
443,35,64,,290,2002-09-16
444,38,74,,585,2002-09-11
445,21,46,,176,2003-05-23
446,39,47,,,2003-02-20
447,29,49,,258,2003-09-13
448,23,56,,38,2003-08-14
449,21,55,4,115,2002-08-27
450,25,37,,141,2003-10-07
451,29,67,,599,2002-01-06
452,33,68,,227,2003-01-15
453,21,54,,549,2003-01-05
454,27,37,,7,2003-05-04
455,21,39,2,480,2003-10-30
456,40,71,2,376,2003-11-13
457,32,52,,86,2002-11-04
458,37,72,4,253,2003-03-24
459,40,49,,250,2003-05-27
460,35,41,,46,2003-06-29
461,27,60,,268,2003-07-16
462,25,63,,378,2002-12-27
463,26,73,,398,2002-10-01
464,26,41,,296,2002-10-08
465,28,43,,468,2003-04-15
466,32,64,5,52,2002-03-08
467,26,63,,421,2003-11-16
468,28,48,4,562,2002-05-19
469,21,44,,240,2002-08-31
470,37,61,,78,2002-09-16
471,35,51,,427,2003-09-12
472,36,58,,561,2002-06-14
473,37,40,,113,2003-09-08
474,35,69,5,548,2002-10-04
475,21,72,,75,2003-12-05
476,34,74,4,72,2003-01-15
477,26,41,5,120,2002-09-01
478,26,49,,457,2003-05-04
479,26,68,,257,2002-07-17
480,38,42,6,515,2003-09-13
481,34,75,6,339,2003-03-20
482,37,74,,359,2003-11-25
483,36,65,,135,2002-01-30
484,25,46,,326,2003-01-12
485,37,54,,146,2002-05-17
486,20,41,,244,2003-07-25
487,27,69,,122,2002-10-04
488,37,45,,409,2002-05-21
489,28,60,5,42,2003-12-07
490,28,62,,282,2002-05-26
491,34,41,2,134,2002-12-19
492,22,72,,253,2002-07-22
493,24,60,5,326,2003-01-28
494,22,40,,133,2002-04-06
495,21,38,,145,2002-11-20
496,31,68,,20,2003-08-01
497,21,67,,540,2002-08-22
498,21,37,4,281,2003-06-21
499,32,44,6,119,2002-06-07
500,23,42,1,24,2002-04-22
501,28,38,,516,2002-05-14
502,28,39,,,2002-12-15
503,37,58,,54,2003-06-27
504,21,64,,466,2002-01-11
505,33,60,,,2003-04-21
506,29,62,,164,2002-11-12
507,29,39,,358,2003-05-17
508,37,67,3,32,2002-09-02
509,26,46,,532,2002-04-22
510,40,43,,4,2003-10-20
511,28,37,,254,2002-02-25
512,36,55,,192,2002-02-05
513,22,50,1,312,2002-12-20
514,21,41,6,359,2002-01-07
515,37,71,,122,2003-10-21
516,28,57,,215,2002-04-27
517,36,57,5,240,2002-02-13
518,22,65,5,404,2002-07-21
519,20,59,,138,2002-11-05
520,40,37,,327,2003-01-16
521,34,40,,261,2003-02-06
522,29,66,,351,2002-12-02
523,24,40,,208,2003-05-10
524,22,36,,285,2002-03-31
525,37,53,,25,2003-04-19
526,29,43,3,424,2003-08-05
527,39,69,,587,2002-02-05
528,39,71,5,539,2002-05-11
529,31,44,,536,2002-05-13
530,26,54,,16,2003-12-02
531,27,57,,423,2003-04-01
532,23,48,2,390,2002-11-10
533,29,65,3,574,2003-01-03
534,30,48,3,,2002-10-18
535,40,47,3,84,2002-12-23
536,35,47,2,258,2002-08-07
537,24,61,,344,2002-07-04
538,23,67,,443,2002-12-07
539,20,37,5,595,2002-06-30
540,33,73,2,34,2003-04-01
541,30,56,,225,2003-09-19
542,32,36,,78,2003-06-25
543,29,75,,529,2002-07-04
544,28,64,5,454,2002-11-18
545,21,56,,150,2002-07-03
546,31,62,1,377,2003-03-06
547,21,53,3,323,2003-06-04
548,37,40,,323,2002-02-11
549,35,36,3,390,2002-03-06
550,24,63,,223,2003-06-29
551,31,56,,121,2002-08-05
552,28,36,3,,2002-06-25
553,40,70,,145,2003-06-17
554,31,53,,24,2002-09-05
555,38,50,4,172,2003-11-01
556,34,67,,234,2003-11-15
557,31,38,4,131,2003-08-08
558,29,40,4,170,2003-03-18
559,40,50,1,378,2003-09-09
560,22,56,1,277,2003-09-01
561,35,43,,278,2003-05-05
562,24,71,,500,2003-08-20
563,31,37,,176,2003-10-01
564,27,41,,116,2002-07-02
565,40,74,3,204,2002-10-11
566,21,63,,541,2002-04-20
567,25,38,1,261,2003-10-22
568,38,64,,196,2003-02-18
569,36,74,,,2002-03-17
570,25,74,1,178,2003-09-13
571,35,71,,206,2003-01-27
572,27,36,,481,2002-10-01
573,32,69,,96,2003-11-13
574,33,71,,289,2002-02-10
575,34,59,1,266,2003-03-11
576,29,44,1,297,2003-09-11
577,38,56,,588,2002-06-30
578,21,62,,548,2002-08-16
579,31,59,4,314,2002-10-29
580,37,40,,533,2003-04-04
581,30,56,1,41,2002-09-27
582,22,36,1,460,2002-09-13
583,24,64,,,2003-02-18
584,28,55,3,511,2002-12-03
585,38,67,,36,2003-01-01
586,21,36,4,78,2003-06-10
587,25,38,,9,2002-10-23
588,20,39,,134,2003-01-08
589,39,46,,262,2002-06-07
590,29,50,5,348,2003-11-04
591,21,66,,462,2002-12-04
592,20,58,,399,2002-07-06
593,30,68,,305,2003-08-13
594,34,61,4,24,2002-08-20
595,30,49,,452,2002-07-25
596,25,66,6,70,2002-02-07
597,22,53,,127,2003-05-27
598,27,43,,,2002-11-12
599,24,55,3,160,2002-01-28
600,30,66,,27,2002-06-14
601,33,58,2,177,2003-04-04
602,32,62,5,86,2003-02-15
603,35,41,,595,2003-01-07
604,40,35,,133,2002-11-25
605,36,55,,168,2002-07-26
606,21,39,2,117,2003-07-16
607,32,58,2,485,2002-01-09
608,28,60,1,,2003-01-25
609,32,54,2,486,2002-05-19
610,28,49,,142,2003-05-01
611,27,54,3,427,2003-07-14
612,36,44,3,382,2003-08-05
613,23,65,6,90,2003-03-05
614,22,62,,63,2003-09-06
615,25,45,5,,2002-09-26
616,35,60,4,190,2003-11-29
617,20,68,6,,2003-09-08
618,27,50,5,385,2002-08-26
619,32,66,,141,2002-01-22
620,28,72,3,132,2003-07-15
621,29,43,,144,2002-07-28
622,24,53,2,554,2003-02-22
623,33,49,6,594,2003-08-17
624,32,75,2,333,2003-03-28
625,36,72,,216,2003-09-09
626,20,43,,133,2002-05-07
627,31,49,,130,2003-08-20
628,40,63,,316,2003-03-27
629,21,38,,,2003-07-16
630,25,35,,444,2002-04-27
631,27,60,4,167,2002-04-28
632,40,41,3,335,2003-02-23
633,35,55,3,402,2002-10-17
634,20,51,,240,2003-01-30
635,21,54,,215,2002-11-02
636,38,37,5,18,2002-07-27
637,27,61,4,463,2002-11-29
638,22,65,,65,2003-03-14
639,22,68,3,322,2003-08-22
640,24,40,3,525,2002-08-23
641,39,68,,,2003-08-11
642,31,73,,315,2003-05-22
643,30,71,6,577,2002-02-09
644,35,72,,258,2002-04-10
645,22,65,5,463,2003-04-14
646,25,56,,449,2002-03-23
647,21,37,,273,2002-10-14
648,28,67,,565,2002-05-27
649,22,48,,274,2002-10-13
650,34,35,,364,2003-08-15
651,28,35,,489,2002-04-17
652,28,52,6,368,2003-12-07
653,30,66,1,525,2002-04-07
654,26,65,1,242,2003-02-23
655,30,51,1,,2002-11-14
656,25,72,,398,2003-04-10
657,31,61,,14,2002-10-03
658,35,74,,125,2002-11-26
659,34,35,1,206,2003-11-06
660,29,65,1,272,2002-12-04
661,35,64,4,,2002-03-24
662,24,60,,350,2003-11-12
663,24,44,6,594,2002-11-23
664,26,70,5,257,2002-02-15
665,35,50,,,2002-02-08
666,33,35,,269,2003-02-11
667,32,36,3,107,2003-06-09
668,40,52,1,472,2003-02-13
669,30,54,5,59,2002-01-24
670,27,48,,263,2002-10-07
671,40,45,6,522,2002-10-14
672,33,48,5,574,2002-07-27
673,33,67,,535,2003-04-22
674,29,45,,135,2002-03-04
675,27,75,,179,2002-09-06
676,36,67,,317,2002-04-15
677,30,35,,263,2003-11-12
678,31,51,,552,2002-10-03
679,26,73,,60,2002-04-06
680,23,70,,114,2002-10-20
681,34,40,3,98,2002-03-11
682,35,39,,145,2002-05-03
683,26,54,,97,2003-05-02
684,37,59,,207,2002-09-26
685,23,62,,459,2002-05-03
686,32,63,,179,2003-06-13
687,36,56,6,,2003-08-22
688,24,43,,169,2003-09-11
689,30,62,,84,2003-12-08
690,32,53,,42,2003-07-08
691,32,57,,387,2003-06-17
692,28,72,,399,2002-05-28
693,37,67,,,2003-10-24
694,40,44,3,377,2002-11-08
695,40,35,,69,2003-07-31
696,36,35,4,46,2002-12-31
697,34,59,,533,2002-11-11
698,20,71,,498,2003-06-25
699,25,56,,100,2002-06-09
700,25,45,4,91,2003-11-10
701,37,68,1,159,2002-12-17
702,40,45,6,211,2003-04-15
703,25,36,,265,2002-11-17
704,27,66,,,2003-08-20
705,25,70,,30,2003-07-28
706,26,75,,106,2003-01-06
707,33,45,,425,2003-05-02
708,39,51,5,414,2002-07-27
709,39,75,,164,2003-01-09
710,28,75,5,293,2003-01-07
711,39,40,6,515,2003-09-18
712,36,73,,341,2002-01-12
713,32,72,2,104,2002-09-26
714,26,66,5,163,2002-02-11
715,27,38,,526,2002-10-21
716,26,56,,110,2002-03-24
717,28,44,,281,2002-03-28
718,22,56,,414,2002-11-08
719,31,37,,170,2003-03-15
720,32,46,6,548,2002-04-26
721,33,36,,335,2002-06-02
722,29,67,,483,2003-02-12
723,28,46,2,552,2003-01-05
724,25,65,4,,2002-07-28
725,36,69,,37,2003-02-01
726,30,66,2,13,2002-04-26
727,21,51,,149,2002-11-29
728,31,50,1,509,2002-11-21
729,28,48,2,262,2003-06-28
730,28,64,,535,2002-06-27
