id,temp,humidity,rainfall,cases,date
271,25,35,5,,2010-10-11
272,23,62,3,319,2011-02-14
273,36,39,6,,2010-10-03
274,39,73,,93,2010-04-10
275,37,57,1,207,2011-05-08
276,28,46,,497,2011-06-16
277,33,61,5,247,2010-03-15
278,22,38,,583,2010-12-01
279,37,75,,234,2010-12-27
280,40,74,,185,2011-02-18
281,30,55,,470,2010-09-20
282,32,59,,102,2011-06-22
283,29,58,5,,2011-08-07
284,36,75,,352,2010-05-15
285,24,38,3,,2010-04-07
286,22,35,1,138,2011-07-25
287,30,59,,157,2010-07-30
288,27,51,,226,2011-07-04
289,33,57,5,,2011-09-10
290,27,41,,575,2011-05-08
291,39,49,,143,2010-07-30
292,26,35,,33,2011-03-31
293,27,59,6,483,2011-02-27
294,29,57,,47,2011-09-02
295,28,37,,368,2011-02-15
296,21,71,,340,2010-05-05
297,28,59,1,494,2010-10-21
298,37,73,3,539,2011-10-18
299,39,50,2,564,2011-04-27
300,35,48,,472,2011-11-30
301,34,49,4,171,2010-10-06
302,28,40,4,432,2010-08-31
303,24,41,2,129,2010-08-18
304,28,51,2,65,2010-01-18
305,28,45,,209,2011-01-01
306,35,67,,256,2010-04-09
307,32,45,,130,2010-10-25
308,32,46,,199,2010-06-11
309,37,65,4,191,2011-04-16
310,32,54,5,565,2011-05-03
311,24,35,3,188,2010-12-10
312,27,57,,187,2011-08-22
313,22,47,,,2011-04-03
314,26,68,4,535,2010-08-23
315,29,75,,149,2010-05-16
316,24,75,3,457,2010-12-08
317,39,49,,253,2011-06-18
318,27,40,6,119,2010-09-23
319,36,56,4,335,2011-01-19
320,39,43,,397,2010-03-20
321,21,61,1,477,2011-06-15
322,35,46,,573,2010-03-21
323,22,60,5,300,2010-01-02
324,28,48,,243,2011-07-13
325,21,43,6,65,2010-01-29
326,27,68,,220,2010-11-24
327,23,35,,238,2011-11-30
328,32,65,,506,2011-10-26
329,24,41,,56,2010-02-06
330,37,49,,519,2011-04-01
331,29,36,4,393,2011-03-23
332,28,69,4,580,2011-07-28
333,28,54,3,229,2011-11-09
334,20,46,1,283,2010-11-02
335,31,65,3,383,2011-11-19
336,20,53,,151,2010-10-22
337,23,59,4,542,2011-09-01
338,22,44,1,503,2011-06-10
339,38,43,,524,2011-06-20
340,40,48,,500,2011-10-28
341,39,36,,154,2010-05-03
342,36,61,,,2010-07-01
343,26,57,1,330,2011-10-01
344,37,54,4,89,2011-11-12
345,33,50,2,589,2011-03-12
346,38,61,5,233,2011-03-06
347,20,41,6,421,2011-04-15
348,25,59,,290,2010-07-20
349,40,71,1,124,2010-12-20
350,31,35,4,207,2010-03-26
351,23,39,4,474,2011-05-27
352,21,50,,385,2010-03-29
353,20,68,,579,2010-05-24
354,36,36,3,202,2010-03-10
355,26,63,4,,2010-03-08
356,33,36,,597,2011-02-25
357,30,71,2,344,2010-06-16
358,26,58,2,98,2010-03-23
359,23,61,,559,2010-11-14
360,26,63,2,,2011-11-07
361,23,58,,,2010-03-14
362,25,58,1,395,2010-09-03
363,23,72,,336,2010-06-28
364,36,69,,246,2010-09-25
365,22,58,6,431,2011-02-21
366,23,35,,304,2011-03-16
367,34,60,5,5,2011-07-08
368,20,54,,474,2010-01-29
369,33,40,,,2010-07-17
370,26,53,,,2010-06-09
371,30,75,3,340,2010-12-30
372,34,44,,271,2010-09-01
373,39,46,6,519,2010-02-17
374,20,42,,474,2011-09-05
375,31,68,,421,2011-11-24
376,38,38,3,185,2011-03-10
377,25,59,,241,2010-10-28
378,30,59,,332,2011-03-01
379,22,63,,343,2010-07-09
380,32,49,3,463,2010-03-27
381,32,51,3,393,2011-09-03
382,31,73,2,153,2011-12-01
383,20,59,,113,2010-10-20
384,24,45,3,128,2011-05-26
385,40,35,,429,2010-05-11
386,32,59,,569,2010-01-17
387,38,58,4,145,2010-05-01
388,23,48,4,253,2011-06-02
389,35,64,,119,2010-11-01
390,31,71,,113,2010-03-18
391,40,55,1,156,2010-06-16
392,23,68,5,81,2010-01-22
393,21,59,3,277,2010-11-24
394,32,67,2,386,2010-12-10
395,30,41,3,,2011-09-16
396,23,66,,416,2011-08-24
397,37,66,,42,2011-12-11
398,37,47,,543,2010-09-13
399,27,56,,184,2011-08-01
400,22,57,2,72,2010-01-13
401,39,67,,120,2010-09-04
402,39,53,,,2011-05-03
403,28,44,,276,2011-02-05
404,30,48,,,2011-04-14
405,36,53,4,260,2010-10-22
406,36,45,6,270,2011-01-21
407,28,64,,583,2010-05-01
408,20,52,,440,2010-06-02
409,20,62,5,577,2011-10-29
410,22,37,2,,2011-06-19
411,32,70,5,460,2011-02-04
412,26,60,,108,2010-04-25
413,25,71,,567,2010-04-19
414,36,58,,19,2010-02-13
415,33,38,,311,2011-11-19
416,27,56,4,414,2011-01-08
417,34,39,,355,2011-05-30
418,23,59,,369,2011-10-10
419,28,71,,263,2010-09-19
420,39,47,,295,2010-10-29
421,38,74,,95,2010-09-01
422,22,54,,328,2011-04-17
423,26,58,6,584,2011-07-12
424,22,63,6,393,2011-07-16
425,39,47,,259,2010-10-31
426,24,44,,,2011-06-30
427,33,70,,539,2010-02-14
428,25,50,1,,2010-08-07
429,31,45,1,80,2011-03-29
430,33,52,,280,2010-03-26
431,32,35,,472,2010-05-26
432,25,37,,6,2010-08-28
433,20,46,,,2011-05-29
434,34,66,,447,2011-06-03
435,34,36,,513,2011-01-06
436,36,48,,583,2010-08-21
437,24,55,,115,2010-03-10
438,29,46,,259,2011-09-27
439,32,39,,384,2010-12-03
440,32,52,3,400,2011-06-02
441,20,50,,119,2010-12-12
442,26,48,,431,2011-01-02
443,37,69,,217,2011-10-04
444,35,46,,91,2011-08-04
445,21,51,5,,2011-03-21
446,23,35,,270,2011-06-26
447,36,68,,89,2011-09-17
448,32,73,,205,2010-01-09
449,29,66,,369,2011-04-25
450,29,73,,28,2010-07-15
451,30,72,,543,2011-05-13
452,38,49,5,217,2010-09-10
453,39,75,1,,2011-09-11
454,27,53,5,422,2010-11-13
455,26,49,,273,2010-01-24
456,30,64,4,157,2011-03-20
457,26,48,1,380,2010-10-26
458,22,55,,90,2011-07-22
459,25,70,3,201,2011-07-18
460,40,43,3,,2011-01-05
461,24,73,,39,2011-02-21
462,28,60,,444,2010-03-25
463,21,38,,289,2010-03-27
464,37,67,6,108,2011-10-09
465,37,44,3,,2011-03-12
466,31,58,,185,2011-09-14
467,20,41,4,371,2011-07-12
468,29,51,4,250,2011-03-18
469,20,35,,45,2010-07-13
470,24,53,,262,2010-04-18
471,24,37,,327,2011-03-30
472,26,74,,577,2011-08-03
473,39,68,,347,2010-04-13
474,23,58,,67,2010-12-09
475,34,64,2,258,2011-07-01
476,35,72,,467,2011-03-25
477,35,50,,291,2011-10-24
478,22,51,,98,2010-07-30
479,37,60,,179,2011-07-07
480,34,57,3,,2011-07-22
481,29,52,,233,2011-11-02
482,37,45,6,25,2010-06-28
483,32,53,,328,2011-09-25
484,38,67,,272,2010-12-10
485,38,58,,63,2011-07-25
486,27,46,,511,2011-06-21
487,21,72,,536,2011-11-13
488,22,42,1,544,2011-04-10
489,39,35,,17,2010-12-12
490,20,75,,118,2010-12-17
491,20,65,,98,2010-07-19
492,29,56,,396,2011-05-01
493,29,69,6,248,2011-03-22
494,35,66,,248,2011-06-26
495,31,74,,408,2011-04-22
496,23,69,,128,2010-03-22
497,40,68,,,2010-01-09
498,36,75,1,356,2011-09-19
499,36,74,3,85,2010-04-28
500,27,41,1,232,2010-08-08
501,37,46,,163,2010-05-17
502,31,42,3,411,2010-02-12
503,21,61,,,2010-08-15
504,27,35,6,593,2011-02-03
505,39,66,6,436,2011-05-09
506,22,68,6,322,2010-10-12
507,20,65,1,91,2011-04-09
508,20,40,2,448,2010-02-23
509,34,36,1,585,2011-04-30
510,20,39,,421,2011-10-28
511,33,56,,561,2010-06-13
512,34,62,5,455,2011-08-19
513,37,35,,584,2011-10-17
514,28,47,,384,2011-10-21
515,36,61,,442,2010-07-17
516,24,50,,527,2010-04-22
517,30,48,,263,2010-09-27
518,35,68,6,228,2010-06-20
519,36,74,,25,2011-11-05
520,34,46,5,6,2010-09-02
521,28,44,,66,2010-07-02
522,33,57,,89,2011-11-08
523,20,65,6,353,2010-01-05
524,32,65,,442,2011-07-22
525,36,45,,510,2011-01-24
526,22,67,,210,2010-12-09
527,39,47,1,154,2011-02-11
528,34,35,,199,2010-09-24
529,20,52,6,,2011-01-28
530,29,68,,575,2011-12-02
531,21,61,4,225,2010-06-21
532,25,74,,107,2010-06-18
533,28,56,1,101,2011-01-17
534,25,42,,268,2010-01-09
535,24,65,3,326,2010-05-27
536,29,41,,2,2011-05-31
537,27,69,,189,2011-01-10
538,20,70,,83,2010-02-20
539,34,75,5,564,2010-06-12
540,27,65,1,12,2010-03-24
541,37,38,4,319,2011-04-25
542,35,72,,,2010-03-30
543,30,48,3,198,2011-10-09
544,23,71,4,359,2010-07-15
545,20,69,,416,2011-04-06
546,22,65,,307,2011-08-09
547,23,61,,313,2010-09-21
548,23,48,5,,2010-05-25
549,39,70,,187,2010-07-31
550,25,58,6,400,2010-12-16
551,21,58,,164,2011-04-10
552,39,57,,,2011-07-08
553,28,59,4,1,2010-06-24
554,39,61,1,597,2011-10-25
555,26,39,,582,2011-01-30
556,37,67,,226,2010-06-08
557,25,45,,325,2010-05-07
558,25,53,2,519,2010-07-03
559,39,74,,454,2010-06-03
560,23,40,,431,2010-09-04
561,22,57,,522,2010-10-04
562,28,54,,497,2010-01-04
563,40,58,3,564,2010-06-01
564,25,36,,124,2010-08-02
565,21,70,1,567,2010-01-29
566,39,56,,411,2010-05-06
567,37,74,,381,2011-04-03
568,26,45,2,453,2010-09-19
569,22,47,,568,2011-08-24
570,33,55,3,77,2010-02-25
571,34,44,,32,2010-08-16
572,38,65,,429,2011-08-30
573,34,62,,345,2010-10-17
574,23,47,,590,2011-03-21
575,28,67,,281,2011-05-06
576,35,44,,533,2010-06-24
577,28,63,,,2010-01-29
578,32,42,,124,2010-06-26
579,22,65,,180,2011-03-24
580,28,75,6,493,2011-04-17
581,33,53,,,2010-05-27
582,24,60,,79,2011-10-19
583,32,53,6,427,2010-01-02
584,29,50,,177,2010-12-27
585,25,51,3,533,2011-04-18
586,34,70,5,368,2010-08-19
587,30,54,6,,2010-03-09
588,37,46,3,517,2011-09-20
589,40,39,,316,2010-04-15
590,23,44,,47,2010-01-09
591,37,66,5,411,2011-09-04
592,32,40,,49,2011-11-16
593,40,73,,229,2011-02-02
594,26,48,,217,2011-08-06
595,35,39,,580,2010-05-28
596,21,67,,192,2011-07-20
597,35,47,,590,2010-07-21
598,35,43,,271,2010-03-19
599,37,74,,338,2011-01-15
600,20,47,,72,2010-11-15
601,24,54,4,,2011-06-05
602,40,56,4,445,2011-04-30
603,36,73,,576,2010-02-26
604,26,37,2,368,2011-07-01
605,37,50,,428,2011-05-11
606,40,63,6,,2011-08-20
607,32,44,,595,2011-09-04
608,34,50,,300,2011-11-13
609,23,51,,19,2010-04-17
610,33,39,4,41,2010-07-10
611,32,51,5,506,2011-10-28
612,37,44,,349,2011-11-02
613,23,38,,509,2011-09-24
614,36,60,,536,2011-11-23
615,25,57,5,249,2010-12-02
616,31,67,,552,2010-10-13
617,26,72,,581,2011-06-11
618,34,44,,574,2011-08-08
619,25,55,1,157,2010-01-19
620,22,38,,182,2011-10-11
621,39,44,,561,2011-01-04
622,37,65,,241,2011-10-17
623,37,38,6,563,2011-11-29
624,35,48,,195,2011-11-02
625,29,70,1,160,2011-01-30
626,29,75,,507,2010-11-12
627,22,64,,530,2011-11-20
628,23,46,,62,2010-07-14
629,32,75,,228,2011-01-16
630,34,75,,69,2010-09-20
631,36,54,,182,2010-03-10
632,25,40,5,77,2011-07-24
633,36,72,,44,2011-12-07
634,36,45,,195,2010-02-15
635,35,73,2,59,2011-03-17
636,33,65,4,573,2010-01-23
637,28,56,,201,2011-01-20
638,26,43,1,381,2010-11-22
639,31,64,5,294,2011-04-26
640,26,37,,190,2011-03-21
641,24,60,,64,2011-11-23
642,24,46,,499,2011-09-22
643,25,70,,254,2010-06-02
644,31,43,4,530,2010-02-05
645,20,49,,554,2010-06-22
646,28,48,6,462,2010-04-27
647,27,69,,410,2011-08-29
648,26,65,,,2010-02-15
649,37,53,,5,2011-02-16
650,20,56,2,,2010-10-02
651,37,47,5,100,2010-02-18
652,37,63,,,2011-04-19
653,27,47,,218,2010-06-07
654,20,55,1,334,2010-02-14
655,31,36,,231,2011-01-04
656,34,56,,506,2011-06-10
657,35,57,,583,2010-09-17
658,24,43,,272,2010-02-27
659,40,67,,523,2010-11-27
660,20,36,,449,2010-09-06
661,30,73,6,281,2010-12-09
662,26,64,,445,2010-07-15
663,22,40,,378,2011-01-05
664,21,37,2,204,2010-10-14
665,34,60,,478,2011-05-23
666,37,38,,149,2011-06-28
667,33,39,,575,2010-03-09
668,26,54,3,357,2011-11-16
669,28,46,,154,2010-09-13
670,31,43,,439,2011-06-05
671,29,75,,134,2010-03-24
672,39,60,4,84,2011-04-11
673,28,41,2,238,2011-06-23
674,34,63,,367,2011-07-14
675,38,75,,433,2011-11-21
676,25,54,,509,2010-01-09
677,22,74,,484,2010-12-24
678,38,55,,335,2010-01-14
679,38,58,3,422,2010-01-30
680,24,52,6,577,2010-06-13
681,38,67,,159,2010-05-01
682,37,71,6,,2010-04-15
683,24,69,,117,2010-12-13
684,38,54,,375,2010-05-12
685,35,67,,473,2011-05-20
686,26,39,,596,2010-10-16
687,29,71,,311,2010-09-02
688,35,71,,60,2011-02-14
689,26,60,5,590,2010-02-28
690,23,62,,417,2011-05-17
691,37,74,,371,2011-08-03
692,26,48,,477,2010-10-21
693,24,74,5,151,2010-10-27
694,35,48,,505,2011-05-14
695,30,39,,108,2010-02-08
696,29,51,,335,2011-05-20
697,34,46,,227,2010-08-14
698,36,56,,207,2011-05-01
699,35,42,2,574,2010-11-15
700,20,67,,,2010-07-02
701,33,39,5,,2011-06-27
702,27,75,,594,2010-09-01
703,31,51,,206,2011-04-17
704,26,36,,195,2011-05-23
705,39,61,,359,2010-09-02
706,34,50,,71,2010-12-21
707,39,42,,113,2011-01-14
708,28,36,1,330,2011-04-26
709,26,73,,266,2011-06-10
710,21,47,,466,2011-10-11
711,31,38,,186,2011-08-04
712,29,46,6,521,2011-05-25
713,20,49,,,2010-02-10
714,20,71,,175,2011-11-17
715,40,66,,,2010-03-06
716,31,62,,,2011-03-14
717,27,54,,578,2010-07-26
718,38,70,4,331,2010-11-12
719,21,60,,,2011-05-04
720,22,48,,167,2010-08-22
721,30,63,,386,2010-06-18
722,38,71,,102,2011-07-04
723,34,43,,,2010-07-02
724,27,48,1,339,2011-02-15
725,23,75,,545,2010-11-05
726,37,73,,272,2010-04-27
727,39,39,,428,2011-09-30
728,37,72,,34,2010-09-06
729,35,74,3,77,2011-04-27
730,34,49,,215,2010-07-03
