id,temp,humidity,rainfall,cases,date
129,34,64,,,2016-07-15
130,26,66,3,307,2017-06-08
131,29,54,1,452,2016-10-26
132,31,42,5,,2017-07-13
133,29,65,,26,2017-09-07
134,25,35,,413,2016-12-23
135,33,52,,482,2016-05-29
136,28,66,,426,2016-02-27
137,37,55,,64,2016-05-01
138,35,63,,,2016-01-14
139,40,54,,,2016-01-01
140,20,69,,328,2016-03-08
141,26,39,6,,2017-12-11
142,37,73,,333,2017-05-25
143,39,49,4,20,2016-12-23
144,33,52,,299,2017-02-04
145,30,48,6,503,2016-11-25
146,23,72,,75,2016-10-28
147,33,55,4,287,2017-08-31
148,38,41,,79,2016-02-02
149,21,39,,566,2017-06-28
150,28,60,,132,2016-11-02
151,29,65,,249,2016-07-27
152,27,37,,303,2016-11-08
153,39,50,6,37,2016-03-01
154,21,73,,320,2017-06-04
155,21,45,,285,2017-03-30
156,37,44,,488,2016-05-23
157,22,62,,480,2017-05-31
158,31,58,1,415,2016-01-12
159,38,47,2,,2017-11-01
160,39,57,1,173,2017-02-21
161,25,61,4,103,2016-03-20
162,22,48,,391,2017-12-06
163,21,45,,417,2016-01-26
164,30,57,,284,2017-07-11
165,36,66,,183,2017-06-18
166,33,69,4,339,2017-04-04
167,22,75,,218,2017-03-22
168,25,50,,119,2016-07-13
169,24,61,,,2017-03-05
170,25,66,,155,2016-04-05
171,29,61,,565,2016-12-01
172,30,67,5,,2017-01-28
173,22,62,5,474,2017-08-26
174,29,45,,119,2016-06-19
175,30,59,,44,2016-10-26
176,34,49,,326,2016-10-10
177,37,73,3,384,2017-06-28
178,23,37,,463,2017-02-01
179,40,59,,,2016-05-06
180,37,54,,84,2017-07-21
181,30,39,4,309,2017-10-04
182,30,50,,350,2017-10-27
183,30,71,4,264,2016-02-09
184,27,41,,474,2016-01-26
185,34,47,,161,2017-05-04
186,40,69,,,2017-03-06
187,26,40,4,149,2016-06-17
188,37,43,4,157,2016-02-25
189,33,44,6,302,2016-11-23
190,21,63,,483,2017-06-30
191,26,74,,231,2017-11-16
192,25,59,,76,2017-04-26
193,29,57,,,2016-05-24
194,28,69,3,245,2016-03-16
195,20,56,1,,2017-02-09
196,27,68,,441,2016-03-09
197,33,62,,529,2017-08-09
198,35,37,,128,2017-03-06
199,26,41,,438,2017-02-19
200,20,50,,307,2017-03-08
201,37,72,,478,2016-05-27
202,20,45,4,481,2016-03-01
203,33,54,,95,2017-01-28
204,36,74,1,308,2017-06-23
205,35,36,,461,2016-04-12
206,31,52,,294,2016-06-30
207,31,53,5,519,2016-07-29
208,33,37,,335,2017-04-15
209,36,59,6,346,2017-11-11
210,34,49,5,207,2017-12-01
211,25,43,,,2017-12-07
212,22,69,,499,2017-06-20
213,32,61,,,2017-06-03
214,24,45,,446,2016-02-20
215,22,65,1,35,2016-07-28
216,31,67,3,126,2017-05-12
217,35,37,,409,2017-08-03
218,40,37,,487,2016-02-20
219,33,74,1,230,2017-08-23
220,30,40,4,543,2017-02-13
221,25,40,,79,2016-04-01
222,36,65,,355,2017-02-22
223,20,60,,51,2016-06-11
224,20,43,,139,2017-07-04
225,20,49,6,46,2016-08-03
226,28,48,,257,2017-07-19
227,33,42,,,2017-08-04
228,35,55,,31,2016-05-12
229,25,75,,132,2017-03-03
230,40,68,,122,2017-09-09
231,31,39,,427,2017-03-11
232,32,40,,589,2017-01-12
233,21,67,,593,2017-08-16
234,40,57,,66,2017-10-08
235,35,45,1,516,2016-01-03
236,23,61,,41,2017-08-29
237,26,44,,337,2016-10-20
238,39,46,,290,2016-11-17
239,23,62,,,2016-11-07
240,29,57,,123,2017-08-31
241,33,50,4,75,2016-06-29
242,23,73,5,455,2017-03-25
243,27,62,,406,2016-06-24
244,31,63,,580,2016-04-17
245,33,50,3,416,2016-05-01
246,21,54,,579,2016-06-18
247,36,60,5,581,2016-04-28
248,30,61,,,2016-03-16
249,40,40,,590,2017-08-07
250,25,50,,,2016-04-04
251,40,36,,293,2017-06-16
252,21,57,5,220,2017-06-20
253,39,51,,488,2017-03-01
254,33,68,,,2016-05-18
255,29,73,,582,2017-09-15
256,27,63,,203,2017-06-30
257,36,38,,106,2016-06-16
258,26,49,,406,2016-08-13
259,38,46,1,101,2016-02-02
260,25,52,,587,2017-01-08
261,22,53,2,171,2016-07-07
262,32,51,2,145,2016-04-14
263,32,64,2,318,2017-04-21
264,26,42,,292,2016-08-31
265,38,37,5,163,2016-04-29
266,26,59,,471,2017-09-23
267,38,43,,,2017-11-08
268,34,64,,81,2016-03-19
269,31,63,,90,2017-10-01
270,35,56,1,393,2017-09-04
271,28,38,,,2016-01-20
272,37,37,6,429,2017-08-08
273,33,71,,299,2016-11-17
274,39,48,2,194,2017-07-31
275,39,46,4,,2017-12-09
276,37,58,,91,2017-05-30
277,28,60,,94,2016-07-29
278,24,47,,388,2017-10-29
279,36,35,5,151,2017-06-30
280,26,52,,176,2016-12-15
281,37,52,,455,2016-03-06
282,38,43,3,235,2017-09-04
283,32,39,,287,2017-10-31
284,23,50,,384,2016-02-05
285,35,39,,307,2017-02-12
286,33,54,,72,2016-01-06
287,29,57,5,99,2017-10-19
288,21,64,6,28,2017-08-23
289,24,70,,298,2016-11-26
290,40,69,,,2016-11-22
291,26,42,2,538,2016-07-24
292,36,45,,197,2017-04-21
293,40,46,,361,2016-12-08
294,39,69,,439,2016-04-02
295,21,39,,,2017-04-12
296,36,43,2,,2016-12-19
297,22,43,4,35,2017-07-15
298,33,74,,38,2017-05-04
299,25,47,4,,2016-06-08
300,24,44,1,598,2016-09-18
301,28,37,,474,2016-03-23
302,31,39,,338,2017-05-17
303,35,67,3,,2016-10-07
304,37,69,,407,2017-07-22
305,36,48,,108,2017-05-15
306,20,44,,233,2017-02-18
307,39,60,,,2016-01-04
308,26,62,,163,2016-06-29
309,21,65,2,420,2016-03-25
310,37,49,,,2017-05-12
311,36,41,,90,2016-12-26
312,30,55,4,201,2017-09-21
313,32,67,,495,2016-11-13
314,34,49,,302,2016-01-10
315,28,44,6,23,2017-06-22
316,40,39,,56,2017-11-20
317,26,68,,136,2017-01-14
318,40,74,,282,2016-04-04
319,39,74,,91,2016-01-12
320,22,48,1,123,2017-02-25
321,26,46,,414,2016-11-23
322,21,65,,564,2017-07-24
323,38,55,3,414,2017-04-01
324,40,57,,174,2017-11-29
325,25,73,,430,2017-12-08
326,32,67,,,2016-03-08
327,39,44,3,572,2016-08-03
328,21,71,,525,2016-07-19
329,32,41,,198,2017-08-19
330,27,47,,244,2016-10-20
331,21,68,,7,2016-01-09
332,36,55,6,230,2016-01-03
333,33,42,,5,2017-01-28
334,29,62,2,280,2016-12-12
335,23,36,6,536,2016-11-20
336,37,75,3,105,2017-08-06
337,24,48,,75,2016-09-18
338,20,67,,429,2016-02-27
339,26,60,,82,2017-05-03
340,35,63,,397,2017-11-10
341,21,51,4,434,2016-08-13
342,34,37,3,361,2016-09-19
343,35,64,,221,2016-10-06
344,29,39,,,2016-11-08
345,37,41,,,2016-07-26
346,29,44,,431,2016-07-11
347,31,60,,527,2017-03-08
348,40,61,,20,2017-08-06
349,38,43,,166,2016-12-21
350,40,51,3,439,2017-03-08
351,34,64,,56,2016-09-19
352,24,48,2,425,2016-06-18
353,35,60,3,568,2016-03-03
354,35,66,5,312,2017-09-26
355,26,51,,313,2016-01-22
356,33,64,,105,2017-07-11
357,30,65,,276,2017-02-15
358,25,50,,212,2017-09-07
359,34,62,,430,2016-03-26
360,37,37,,467,2016-01-16
361,24,57,,32,2016-07-02
362,37,40,,75,2016-07-09
363,37,58,3,395,2016-08-30
364,38,45,,236,2016-08-06
365,37,62,,32,2017-09-19
366,31,35,2,156,2016-08-03
367,21,75,,458,2017-12-08
368,23,71,,272,2016-02-23
369,26,65,,334,2016-03-23
370,38,51,2,423,2017-04-03
371,39,72,6,409,2016-04-15
372,36,45,,388,2016-07-18
373,34,47,1,,2016-08-12
374,36,64,,577,2017-10-17
375,38,36,,377,2016-04-03
376,35,56,,522,2017-06-20
377,21,51,4,376,2017-05-17
378,32,74,,328,2017-06-15
379,24,57,,,2017-03-23
380,24,75,,,2017-10-29
381,20,57,,391,2016-07-24
382,28,65,,61,2016-05-11
383,29,50,,33,2016-06-01
384,35,46,,15,2017-07-05
385,35,59,,39,2016-07-10
386,33,73,,115,2016-04-12
387,28,71,3,438,2016-11-16
388,26,69,2,564,2016-01-22
389,25,66,,350,2016-03-04
390,40,44,,561,2017-09-28
391,38,44,,431,2017-04-12
392,21,39,,185,2016-09-12
393,26,55,,,2017-09-26
394,37,70,,523,2016-04-14
395,25,70,4,294,2016-05-31
396,23,71,,552,2017-03-10
397,25,59,,337,2016-02-21
398,39,48,,169,2016-08-26
399,23,37,1,215,2016-06-03
400,36,70,6,109,2017-08-25
401,26,58,,578,2017-07-05
402,36,69,,531,2016-02-25
403,20,50,1,106,2017-04-06
404,24,40,,40,2016-10-07
405,30,61,5,561,2017-04-20
406,40,36,,335,2016-01-11
407,22,69,,,2016-09-11
408,23,73,,338,2017-12-05
409,38,42,,502,2016-03-29
410,35,59,5,304,2017-08-06
411,30,38,,125,2017-08-08
412,34,69,4,573,2016-07-26
413,23,44,,291,2016-11-18
414,35,43,,9,2017-05-03
415,28,55,,579,2016-05-27
416,24,56,,12,2017-03-28
417,26,75,,257,2017-01-28
418,37,74,3,244,2016-10-25
419,26,35,4,212,2017-10-31
420,23,35,,178,2016-11-17
421,25,56,,,2017-04-08
422,22,57,,511,2016-09-03
423,20,36,6,405,2017-08-17
424,23,69,2,286,2016-07-11
425,36,46,,393,2017-05-10
426,28,61,,434,2016-01-08
427,38,67,6,,2017-11-04
428,29,72,,204,2016-03-17
429,29,48,2,477,2016-04-30
430,29,67,,231,2017-10-01
431,29,56,3,269,2016-10-31
432,30,43,,249,2017-01-08
433,27,55,,457,2016-12-15
434,38,74,3,493,2016-07-11
435,28,42,,218,2016-10-11
436,21,62,4,395,2017-06-24
437,20,49,6,181,2017-02-17
438,29,66,,20,2017-03-23
439,39,72,,118,2016-02-12
440,40,66,,514,2016-04-22
441,24,45,,251,2017-02-20
442,33,75,,4,2016-08-07
443,20,65,6,258,2016-10-18
444,26,74,,,2017-03-12
445,26,52,4,341,2016-01-06
446,24,59,,32,2016-01-08
447,28,58,,166,2017-07-28
448,33,70,5,33,2016-05-14
449,32,53,2,78,2016-10-28
450,32,70,1,538,2017-08-01
451,40,67,,39,2016-07-25
452,31,59,1,143,2016-06-19
453,35,72,3,135,2017-05-25
454,23,72,2,1,2016-02-23
455,27,50,,240,2016-09-27
456,27,51,5,311,2016-06-25
457,30,40,3,69,2017-05-27
458,27,46,1,5,2016-09-22
459,34,36,,,2016-04-06
460,28,43,,572,2016-05-23
461,26,61,,530,2016-06-01
462,40,54,,,2017-09-14
463,34,53,4,393,2016-08-16
464,30,75,,266,2016-05-21
465,39,74,1,592,2016-10-20
466,27,43,,235,2017-07-31
467,31,40,,502,2016-07-27
468,35,49,,560,2016-11-24
469,23,36,,363,2016-07-11
470,23,60,,67,2017-08-23
471,28,61,,100,2017-04-14
472,38,53,,169,2016-05-01
473,34,37,3,449,2016-10-23
474,26,39,6,342,2016-01-03
475,33,48,,571,2016-07-28
476,35,59,,547,2016-05-12
477,39,49,,409,2016-08-14
478,28,35,,436,2016-08-21
479,37,48,,410,2017-02-28
480,28,35,,502,2017-05-15
481,38,74,5,504,2017-07-25
482,21,65,,387,2017-04-21
483,37,59,5,155,2017-05-06
484,26,70,,335,2017-12-02
485,39,65,,376,2017-06-15
486,22,58,,38,2017-11-03
487,37,55,,,2016-09-18
488,22,69,,220,2016-06-09
489,21,48,2,532,2016-11-05
490,40,51,,,2016-10-07
491,20,50,6,495,2016-10-23
492,27,66,,128,2017-06-12
493,20,62,,513,2017-11-23
494,31,54,,291,2016-07-25
495,30,35,,34,2016-01-31
496,40,50,,409,2017-10-28
497,39,58,3,320,2017-07-04
498,24,43,,363,2017-04-04
499,34,44,2,242,2017-03-04
500,34,56,,143,2016-10-22
501,33,37,4,,2016-03-19
502,36,47,5,5,2016-05-27
503,34,55,1,412,2016-01-08
504,30,42,4,121,2016-02-17
505,32,36,,519,2016-08-10
506,36,74,,536,2017-06-14
507,29,74,,567,2017-10-31
508,28,48,,582,2016-01-24
509,36,48,2,263,2017-01-06
510,39,42,2,462,2017-06-19
511,21,62,6,332,2017-11-08
512,39,56,1,307,2016-04-18
513,40,56,,138,2016-03-18
514,24,42,6,510,2017-07-24
515,30,64,,459,2016-06-14
516,33,74,,471,2017-08-04
517,25,57,,453,2017-08-13
518,27,42,,274,2017-08-20
519,29,51,,247,2016-11-28
520,31,55,,56,2016-10-12
521,31,54,,345,2017-05-05
522,25,59,,597,2016-01-31
523,29,70,,281,2016-11-01
524,40,67,4,,2017-03-18
525,21,54,,53,2016-08-19
526,23,56,5,488,2017-05-05
527,36,70,,188,2017-07-04
528,21,55,,27,2017-03-18
529,23,43,,400,2016-04-26
530,22,61,6,445,2016-05-06
531,34,44,,522,2017-06-15
532,26,52,,51,2017-06-14
533,22,54,,165,2016-01-10
534,30,46,,433,2016-08-23
535,27,65,,44,2017-01-12
536,35,74,,,2016-04-26
537,40,58,,126,2017-06-10
538,25,69,1,58,2016-08-09
539,39,75,2,217,2016-08-24
540,28,39,3,,2016-10-19
541,30,75,1,473,2016-03-28
542,34,60,,288,2016-07-01
543,26,74,,515,2017-06-03
544,26,56,1,81,2017-06-08
545,36,50,,187,2016-12-08
546,20,46,,123,2017-08-27
547,25,37,,89,2017-02-02
548,20,48,5,265,2017-03-02
549,25,73,,266,2016-04-29
550,24,72,,215,2016-02-23
551,31,63,,175,2016-07-17
552,34,71,,232,2017-12-11
553,20,43,2,510,2016-02-16
554,35,63,,159,2017-09-17
555,29,46,,231,2016-01-03
556,36,69,,149,2016-12-29
557,27,70,,262,2016-11-22
558,26,55,,179,2016-08-07
559,36,42,3,254,2017-07-22
560,33,57,6,279,2017-03-09
561,39,41,,453,2016-06-04
562,28,71,,200,2016-04-01
563,36,40,,109,2016-05-18
564,38,64,2,212,2017-01-25
565,21,70,1,193,2016-04-11
566,26,45,5,311,2016-08-11
567,30,68,,51,2017-11-12
568,33,73,,227,2017-01-24
569,28,39,,,2016-04-07
570,24,61,,499,2016-11-17
571,37,73,,,2016-10-15
572,28,73,5,24,2016-05-04
573,35,55,5,570,2017-05-01
574,36,51,,,2017-07-23
575,35,65,5,98,2017-09-07
576,32,75,,512,2017-01-09
577,29,71,,,2017-02-03
578,20,47,5,,2016-08-25
579,29,35,3,,2016-03-04
580,36,75,,555,2016-11-06
581,26,52,,324,2016-09-21
582,22,41,1,165,2017-02-10
583,36,68,1,167,2016-01-28
584,30,56,,443,2017-03-05
585,36,71,6,,2017-02-12
586,30,55,,110,2017-08-21
587,25,63,2,89,2016-07-09
588,25,64,1,389,2017-01-19
589,23,73,,,2016-11-23
590,25,74,5,153,2017-04-05
591,39,39,,527,2016-02-13
592,20,57,,378,2016-05-21
593,35,49,1,364,2017-05-16
594,24,37,,,2017-03-09
595,32,61,,552,2016-07-16
596,38,75,6,4,2017-11-30
597,33,45,,,2016-05-30
598,24,36,,492,2017-09-22
599,23,65,,141,2017-04-11
600,21,37,,474,2016-04-29
601,26,68,6,,2017-04-14
602,23,70,2,553,2016-07-14
603,26,35,1,233,2017-06-30
604,22,57,,131,2017-06-10
605,26,71,,139,2017-01-13
606,31,74,,,2017-03-23
607,40,41,,79,2017-11-24
608,32,42,,165,2016-06-11
609,37,61,,15,2017-08-03
610,20,75,5,537,2016-06-05
611,37,63,,229,2016-12-15
612,31,68,3,105,2016-03-24
613,23,72,2,20,2016-05-18
614,25,61,,468,2016-09-27
615,32,47,,580,2016-09-11
616,34,44,2,251,2016-04-08
617,27,57,,555,2017-10-11
618,38,36,,548,2016-07-14
619,25,71,,86,2016-09-23
620,24,41,3,203,2016-12-14
621,30,58,5,63,2016-08-12
622,29,46,,145,2017-08-14
623,27,54,,325,2017-03-10
624,33,58,,371,2016-10-16
625,30,46,,12,2017-09-16
626,37,65,2,276,2017-04-13
627,40,62,,171,2016-02-21
628,37,41,,100,2016-04-29
629,20,50,,513,2016-10-27
630,30,37,2,332,2016-08-09
631,40,55,5,,2017-07-17
632,36,37,,509,2017-01-03
633,37,47,4,159,2016-04-07
634,36,36,,162,2017-01-01
635,39,73,4,507,2017-01-20
636,22,52,,324,2017-11-11
637,21,61,,390,2016-10-08
638,38,71,,160,2016-09-22
639,36,65,2,573,2016-11-03
640,35,57,,579,2016-09-21
641,20,75,,97,2017-09-12
642,31,44,,43,2016-04-20
643,24,68,,370,2016-04-12
644,24,69,,40,2016-06-29
645,40,35,,225,2017-11-02
646,35,63,,86,2016-11-01
647,30,38,6,336,2017-07-04
648,20,53,2,183,2017-07-14
649,39,69,,143,2017-09-22
650,30,49,,19,2016-09-07
651,34,46,6,269,2017-05-10
652,22,50,,469,2016-10-18
653,26,73,4,362,2016-02-10
654,36,72,6,25,2017-03-15
655,20,72,,290,2016-05-17
656,34,69,,358,2016-05-06
657,23,74,6,413,2017-06-24
658,24,74,5,323,2017-01-02
659,31,41,,,2017-03-19
660,31,69,5,233,2016-07-02
661,33,70,4,275,2017-08-03
662,31,44,,567,2016-03-13
663,28,60,,,2016-10-31
664,21,52,1,190,2016-05-19
665,23,73,1,552,2017-07-19
666,26,47,,526,2017-09-26
667,31,58,,37,2016-01-05
668,29,44,5,155,2017-08-02
669,27,67,,289,2017-02-02
670,32,57,1,453,2016-11-09
671,36,56,,346,2016-06-17
672,27,39,,10,2016-04-03
673,28,69,,496,2016-10-07
674,32,41,,551,2017-03-04
675,34,63,,495,2016-07-16
676,37,40,3,587,2017-09-25
677,34,60,,85,2017-12-07
678,21,50,,76,2016-11-06
679,24,44,,320,2016-06-24
680,22,66,,575,2016-11-05
681,31,61,,200,2017-09-03
682,25,61,,252,2017-12-06
683,38,67,,,2017-06-05
684,27,37,6,270,2016-01-22
685,33,74,3,584,2016-03-03
686,25,70,,409,2016-08-20
687,40,54,,448,2016-12-04
688,27,55,,511,2016-07-27
689,27,49,,,2017-01-28
690,31,39,,177,2016-10-20
691,24,35,2,99,2017-11-03
692,39,40,4,253,2017-05-17
693,36,68,5,164,2017-01-17
694,34,72,,384,2016-12-05
695,37,70,4,50,2016-02-15
696,24,49,,591,2016-11-11
697,25,66,,425,2017-06-27
698,35,42,,440,2017-09-09
699,22,40,,33,2016-03-20
700,23,72,4,,2016-05-24
701,39,58,,581,2017-05-13
702,38,60,,52,2016-12-30
703,25,63,,41,2017-01-12
704,30,42,,259,2017-05-16
705,34,61,6,252,2017-12-09
706,33,57,3,61,2017-07-25
707,30,63,1,292,2016-09-03
708,32,57,,,2017-02-09
709,27,42,,90,2016-06-16
710,22,63,,126,2016-07-04
711,23,58,,302,2017-06-24
712,21,42,,440,2017-06-16
713,23,45,5,575,2016-03-22
714,34,45,,440,2017-05-30
715,24,48,,16,2016-07-30
716,32,48,,258,2017-11-05
717,33,75,,242,2017-03-17
718,22,63,,58,2017-02-24
719,32,69,,143,2017-10-17
720,28,64,1,202,2016-08-25
721,34,72,,179,2017-02-20
722,25,43,,240,2016-03-02
723,37,59,,22,2016-01-03
724,21,39,4,143,2017-10-29
725,27,47,,60,2017-06-07
726,27,48,,240,2017-05-05
727,24,40,,204,2017-02-22
728,35,65,,90,2017-01-17
729,40,75,,414,2017-06-10
730,32,71,,313,2017-11-19
