id,temp,humidity,rainfall,cases,date
73,40,48,2,366,2018-02-06
74,20,50,,257,2018-06-20
75,20,56,2,172,2018-07-05
76,22,66,,285,2018-12-11
77,37,39,,52,2018-11-24
78,22,57,3,555,2018-10-18
79,33,73,,207,2018-02-21
80,22,53,,595,2018-11-10
81,29,70,6,,2018-08-08
82,28,67,,97,2018-10-07
83,35,39,,386,2018-01-31
84,23,42,2,,2018-07-15
85,20,65,,398,2018-10-01
86,34,56,,269,2018-02-01
87,33,62,6,444,2018-03-10
88,34,56,,550,2018-02-14
89,34,69,,104,2018-09-09
90,34,62,,535,2018-07-26
91,25,48,,143,2018-10-04
92,22,75,,458,2018-08-19
93,38,50,,304,2018-01-06
94,22,73,,,2018-02-09
95,35,57,,153,2018-04-19
96,31,44,1,426,2018-03-28
97,23,38,,259,2018-10-30
98,25,51,4,303,2018-06-11
99,27,57,,444,2018-07-11
100,35,39,3,139,2018-10-25
101,22,67,3,501,2018-12-02
102,23,43,2,13,2018-11-13
103,31,48,,37,2018-10-25
104,40,69,,,2018-04-16
105,37,73,6,19,2018-03-07
106,40,53,,498,2018-01-06
107,38,35,,392,2018-09-16
108,31,45,,580,2018-11-26
109,30,73,,561,2018-01-22
110,24,47,5,331,2018-09-24
111,38,39,,400,2018-09-04
112,25,68,,249,2018-09-22
113,27,35,,181,2018-07-07
114,29,63,,244,2018-08-24
115,23,70,,468,2018-04-01
116,25,47,2,212,2018-01-06
117,25,59,2,576,2018-12-02
118,25,56,,458,2018-09-18
119,22,62,6,394,2018-09-13
120,39,65,,352,2018-06-02
121,22,61,,434,2018-09-16
122,33,67,,141,2018-05-08
123,30,45,5,,2018-11-24
124,30,68,3,177,2018-03-24
125,24,46,6,,2018-04-12
126,21,38,,549,2018-01-20
127,20,43,3,564,2018-09-13
128,37,60,,129,2018-08-22
129,26,48,,251,2018-09-08
130,28,72,,541,2018-01-20
131,34,44,,407,2018-02-28
132,32,73,,,2018-02-13
133,37,44,,187,2018-01-04
134,25,54,,385,2018-08-18
135,33,46,,244,2018-07-15
136,35,73,,359,2018-09-14
137,32,56,2,31,2018-11-19
138,26,68,3,332,2018-01-17
139,37,41,,,2018-10-04
140,35,40,3,171,2018-07-20
141,23,58,,581,2018-07-29
142,29,37,2,,2018-06-19
143,36,67,,227,2018-02-22
144,39,37,3,520,2018-06-22
145,38,49,1,155,2018-11-01
146,33,37,1,315,2018-04-28
147,33,35,,511,2018-02-01
148,28,64,3,53,2018-05-14
149,34,63,6,411,2018-07-19
150,20,58,,414,2018-02-07
151,38,49,,,2018-08-05
152,33,69,6,555,2018-02-13
153,36,74,2,,2018-07-24
154,32,47,,66,2018-10-09
155,24,41,,489,2018-12-03
156,39,63,,329,2018-01-06
157,26,56,6,302,2018-08-14
158,25,39,,445,2018-01-18
159,40,73,3,474,2018-08-31
160,29,54,,166,2018-07-03
161,37,44,2,,2018-08-16
162,40,60,,106,2018-12-10
163,32,50,,587,2018-09-23
164,38,69,2,,2018-05-28
165,37,43,3,,2018-10-19
166,39,40,,546,2018-07-22
167,39,49,,14,2018-07-05
168,22,44,,247,2018-12-08
169,25,52,,,2018-04-19
170,23,49,,155,2018-04-13
171,33,38,,223,2018-09-26
172,23,55,2,450,2018-03-10
173,29,43,,479,2018-08-06
174,30,41,,560,2018-07-02
175,28,39,2,76,2018-08-08
176,32,40,6,216,2018-03-04
177,30,52,,416,2018-03-02
178,38,57,2,392,2018-11-13
179,24,41,,502,2018-08-26
180,29,35,,273,2018-08-31
181,30,68,,,2018-11-22
182,37,60,6,212,2018-05-01
183,32,35,,319,2018-03-06
184,32,35,,559,2018-06-14
185,20,63,,,2018-10-22
186,34,40,,590,2018-08-01
187,25,69,4,262,2018-09-24
188,40,47,2,473,2018-09-06
189,29,56,3,60,2018-01-26
190,32,53,,181,2018-11-21
191,28,68,6,407,2018-01-27
192,31,61,4,287,2018-07-18
193,21,40,,96,2018-08-16
194,23,46,1,,2018-06-28
195,36,52,,331,2018-06-08
196,37,54,,565,2018-10-25
197,34,54,,94,2018-08-05
198,20,58,,9,2018-11-18
199,21,75,,,2018-11-09
200,23,68,,132,2018-02-20
201,36,68,,582,2018-04-01
202,39,37,5,261,2018-03-30
203,20,52,,,2018-06-22
204,25,62,1,527,2018-07-05
205,25,41,,114,2018-08-07
206,32,75,,525,2018-01-04
207,30,55,,390,2018-02-04
208,30,57,,508,2018-05-10
209,26,75,3,171,2018-11-18
210,20,75,,166,2018-10-09
211,29,47,5,47,2018-07-04
212,39,68,,408,2018-04-26
213,26,44,,296,2018-05-16
214,29,48,,60,2018-01-29
215,24,47,,82,2018-02-02
216,26,35,,345,2018-08-13
217,23,36,,445,2018-11-11
218,22,50,,191,2018-07-26
219,32,58,,84,2018-01-02
220,31,68,2,302,2018-02-27
221,37,63,,169,2018-01-28
222,27,42,,330,2018-03-03
223,33,36,3,581,2018-05-10
224,29,44,,183,2018-08-07
225,28,55,,461,2018-10-26
226,23,71,4,160,2018-11-09
227,33,56,,,2018-10-10
228,31,38,,520,2018-03-31
229,28,65,,,2018-09-18
230,31,59,2,189,2018-06-19
231,28,74,4,568,2018-11-20
232,32,56,3,564,2018-03-29
233,33,68,3,,2018-09-13
234,32,47,,554,2018-07-03
235,27,51,,181,2018-10-14
236,26,61,3,438,2018-09-12
237,32,72,,599,2018-03-07
238,35,64,,395,2018-03-04
239,40,70,,229,2018-08-26
240,24,47,,110,2018-06-14
241,23,43,,,2018-02-23
242,37,47,,,2018-03-11
243,32,36,,460,2018-08-23
244,33,64,,553,2018-01-27
245,33,51,3,187,2018-06-08
246,35,52,,50,2018-03-06
247,25,73,,219,2018-09-18
248,34,47,,300,2018-11-17
249,26,47,,236,2018-04-04
250,24,39,,162,2018-04-24
251,28,74,,557,2018-08-17
252,36,72,,45,2018-02-21
253,37,61,,549,2018-04-21
254,24,63,,294,2018-06-26
255,24,42,,303,2018-03-30
256,39,68,,298,2018-09-07
257,26,41,,213,2018-01-29
258,33,53,,554,2018-07-14
259,22,74,,43,2018-04-10
260,25,68,,555,2018-11-16
261,20,48,2,581,2018-09-12
262,40,51,,500,2018-06-19
263,21,47,5,,2018-04-14
264,28,49,3,450,2018-02-11
265,23,38,2,242,2018-07-06
266,24,69,3,,2018-08-29
267,25,61,3,195,2018-04-21
268,39,57,,383,2018-09-19
269,25,75,,4,2018-02-08
270,40,58,4,,2018-04-08
271,29,56,5,66,2018-12-01
272,32,51,2,401,2018-06-14
273,20,47,,131,2018-03-24
274,28,38,,,2018-10-04
275,25,66,,36,2018-08-01
276,24,62,1,300,2018-10-23
277,33,52,2,481,2018-11-02
278,29,60,,242,2018-01-10
279,36,54,1,95,2018-06-11
280,35,74,,231,2018-02-15
281,27,44,,476,2018-07-04
282,37,59,,228,2018-11-29
283,21,68,,,2018-08-25
284,23,56,5,591,2018-06-02
285,34,75,,,2018-12-10
286,36,47,2,266,2018-02-13
287,36,65,,,2018-08-03
288,36,37,2,265,2018-06-18
289,37,62,,505,2018-07-29
290,34,71,,507,2018-08-26
291,40,58,5,454,2018-01-01
292,25,57,,82,2018-09-01
293,26,38,,363,2018-06-18
294,24,44,,189,2018-06-14
295,24,56,4,532,2018-11-23
296,32,48,,579,2018-08-20
297,38,44,,,2018-04-23
298,31,47,,565,2018-11-02
299,35,66,,59,2018-10-07
300,20,45,,176,2018-11-15
301,34,55,,19,2018-07-06
302,27,64,1,228,2018-07-03
303,28,72,4,,2018-08-28
304,20,73,,,2018-07-09
305,27,65,,399,2018-06-30
306,28,37,,323,2018-09-23
307,22,73,,229,2018-02-23
308,40,45,,268,2018-09-09
309,38,60,,252,2018-09-24
310,38,35,,,2018-07-01
311,28,47,,363,2018-03-12
312,26,60,5,254,2018-01-06
313,23,72,,598,2018-08-15
314,34,61,,281,2018-06-19
315,22,43,6,76,2018-01-14
316,32,55,,279,2018-10-25
317,27,42,,306,2018-08-24
318,21,57,,77,2018-12-09
319,22,53,2,299,2018-08-17
320,39,44,3,304,2018-07-18
321,28,43,,466,2018-02-19
322,38,63,,332,2018-08-06
323,36,66,,315,2018-02-06
324,21,44,6,427,2018-06-13
325,35,45,,427,2018-12-07
326,20,72,4,377,2018-05-15
327,23,43,3,45,2018-10-08
328,28,70,,586,2018-11-05
329,21,35,,418,2018-02-12
330,38,64,,318,2018-08-22
331,21,72,,98,2018-09-03
332,28,67,4,502,2018-06-07
333,30,71,,554,2018-09-05
334,38,52,2,435,2018-08-07
335,28,64,5,391,2018-07-06
336,26,42,6,167,2018-06-09
337,33,54,,469,2018-05-07
338,39,72,,311,2018-01-31
339,29,44,,212,2018-09-09
340,29,53,,477,2018-04-23
341,28,54,,62,2018-07-03
342,22,51,,319,2018-10-06
343,28,50,,,2018-06-28
344,38,69,,190,2018-07-07
345,33,38,1,176,2018-08-09
346,31,53,,584,2018-07-04
347,32,70,,499,2018-07-29
348,28,53,1,479,2018-11-23
349,35,69,,441,2018-06-17
350,39,41,,123,2018-06-01
351,25,75,2,57,2018-02-25
352,31,48,2,160,2018-08-23
353,33,36,,,2018-01-22
354,34,39,,595,2018-11-25
355,33,68,1,142,2018-01-14
356,23,53,4,340,2018-01-11
357,22,42,2,67,2018-07-16
358,39,36,,489,2018-06-03
359,40,63,5,262,2018-10-25
360,37,54,3,181,2018-04-18
361,38,57,3,197,2018-06-17
362,33,41,,323,2018-04-14
363,39,45,,488,2018-03-12
364,34,64,1,148,2018-07-23
365,28,70,6,337,2018-09-12
366,29,50,3,469,2018-09-22
367,38,47,3,282,2018-03-17
368,39,66,3,572,2018-03-31
369,20,65,,302,2018-04-04
370,28,44,,252,2018-08-22
371,26,51,4,5,2018-09-15
372,23,45,6,411,2018-01-24
373,25,53,,86,2018-03-18
374,21,46,,71,2018-03-14
375,39,47,,353,2018-04-30
376,37,47,4,575,2018-02-13
377,32,46,6,517,2018-04-16
378,25,62,,292,2018-08-19
379,22,36,4,376,2018-05-29
380,35,75,,84,2018-05-06
381,23,47,,254,2018-11-24
382,23,74,,235,2018-10-05
383,34,48,,254,2018-02-07
384,33,43,,121,2018-04-30
385,25,50,3,,2018-11-17
386,22,46,3,32,2018-02-28
387,24,35,1,288,2018-11-10
388,32,36,,290,2018-01-02
389,26,39,,355,2018-08-24
390,34,66,1,6,2018-05-28
391,35,71,1,123,2018-03-14
392,34,38,2,391,2018-03-07
393,33,50,,465,2018-04-15
394,37,66,2,322,2018-07-18
395,24,63,2,230,2018-10-09
396,33,44,,359,2018-02-05
397,38,53,3,376,2018-04-08
398,32,71,,321,2018-09-14
399,34,58,,245,2018-08-18
400,31,37,,283,2018-11-04
401,30,42,,,2018-01-25
402,40,49,,348,2018-05-12
403,33,44,5,401,2018-07-27
404,20,37,,86,2018-06-24
405,32,68,3,488,2018-10-31
406,30,68,,126,2018-04-02
407,39,55,,560,2018-04-30
408,32,73,5,198,2018-07-17
409,35,73,1,,2018-10-22
410,27,49,,40,2018-04-25
411,33,61,,490,2018-09-23
412,38,64,,67,2018-09-15
413,27,49,,15,2018-02-05
414,36,58,1,,2018-06-15
415,37,70,2,277,2018-02-14
416,26,70,1,209,2018-07-02
417,31,43,4,565,2018-12-01
418,22,66,,,2018-08-17
419,27,62,,239,2018-04-17
420,33,67,,,2018-05-21
421,39,45,,117,2018-11-23
422,32,58,,246,2018-05-21
423,40,45,4,,2018-01-07
424,37,41,,61,2018-08-04
425,38,35,,,2018-06-30
426,30,63,,449,2018-07-22
427,26,72,6,114,2018-05-05
428,22,47,,528,2018-05-23
429,38,69,2,114,2018-10-09
430,25,43,,364,2018-12-07
431,23,39,5,466,2018-10-17
432,25,68,,596,2018-07-06
433,26,36,,358,2018-07-26
434,38,70,,509,2018-09-30
435,25,69,6,149,2018-01-03
436,26,70,,388,2018-02-15
437,30,43,,212,2018-06-13
438,31,70,6,169,2018-02-05
439,21,64,,114,2018-05-29
440,36,40,5,295,2018-02-28
441,29,36,6,266,2018-03-31
442,28,66,,252,2018-05-11
443,37,65,,293,2018-05-03
444,21,71,,95,2018-09-14
445,30,40,,387,2018-03-07
446,38,37,,596,2018-02-03
447,40,41,,517,2018-11-16
448,38,68,,,2018-12-01
449,35,73,4,586,2018-01-25
450,21,70,,439,2018-11-13
451,25,56,,,2018-01-30
452,35,64,5,291,2018-11-27
453,34,42,,252,2018-11-27
454,22,42,,,2018-04-04
455,32,66,,101,2018-01-08
456,32,56,1,224,2018-01-08
457,24,52,2,139,2018-03-01
458,23,75,6,36,2018-09-09
459,28,50,,53,2018-05-01
460,26,51,,11,2018-11-25
461,29,47,3,159,2018-03-07
462,33,60,3,243,2018-04-17
463,20,71,,94,2018-05-06
464,39,57,,438,2018-08-02
465,25,43,,243,2018-06-23
466,31,63,6,145,2018-05-11
467,38,54,,478,2018-03-01
468,32,56,,,2018-03-03
469,30,73,2,210,2018-03-11
470,22,56,,221,2018-09-23
471,38,55,,562,2018-10-12
472,31,66,,302,2018-12-11
473,24,36,,209,2018-11-12
474,27,40,,542,2018-05-05
475,38,62,,46,2018-01-07
476,33,40,1,437,2018-09-18
477,30,51,,168,2018-06-07
478,22,43,,365,2018-11-05
479,20,43,,160,2018-02-26
480,29,75,6,418,2018-06-23
481,23,62,,499,2018-09-03
482,32,58,1,393,2018-09-09
483,35,66,,256,2018-06-28
484,37,42,,,2018-05-14
485,33,65,4,323,2018-09-06
486,23,65,3,343,2018-04-25
487,32,41,,259,2018-01-12
488,32,42,2,329,2018-08-18
489,22,53,,351,2018-03-19
490,31,60,3,64,2018-10-30
491,30,45,4,514,2018-10-22
492,36,53,5,11,2018-08-03
493,21,42,,168,2018-07-18
494,35,56,,553,2018-03-02
495,37,43,,431,2018-09-08
496,29,75,6,486,2018-04-10
497,22,56,4,262,2018-03-23
498,35,54,2,497,2018-11-09
499,21,48,,390,2018-12-07
500,29,59,4,21,2018-05-26
501,34,50,,188,2018-06-14
502,21,39,6,276,2018-08-29
503,37,52,6,216,2018-08-04
504,25,54,,227,2018-03-04
505,36,54,,555,2018-01-22
506,28,62,5,566,2018-11-18
507,20,35,,,2018-11-10
508,20,60,,286,2018-03-11
509,29,75,,473,2018-11-12
510,39,46,,187,2018-08-21
511,30,54,,254,2018-05-26
512,40,35,,191,2018-01-11
513,21,69,,169,2018-02-25
514,35,36,6,,2018-10-04
515,37,54,,360,2018-04-01
516,34,38,,366,2018-08-28
517,25,54,,205,2018-02-10
518,40,74,,207,2018-02-27
519,26,72,4,437,2018-04-10
520,30,68,,113,2018-06-30
521,27,71,,300,2018-10-08
522,21,37,,537,2018-07-29
523,27,57,2,415,2018-11-25
524,27,63,,461,2018-07-13
525,25,54,5,270,2018-08-30
526,22,70,1,168,2018-02-05
527,20,54,,222,2018-06-23
528,36,36,,196,2018-11-26
529,39,73,,,2018-02-04
530,32,47,,388,2018-09-24
531,23,37,,3,2018-12-10
532,21,36,,339,2018-08-26
533,28,58,1,,2018-06-08
534,26,75,,258,2018-10-18
535,29,38,1,498,2018-12-02
536,20,39,6,239,2018-11-07
537,30,61,,,2018-08-07
538,20,54,,296,2018-01-21
539,28,61,,130,2018-02-12
540,24,67,,431,2018-11-01
541,31,73,4,558,2018-10-03
542,38,46,,548,2018-04-26
543,35,72,,166,2018-09-16
544,30,36,1,541,2018-04-29
545,34,50,1,251,2018-11-17
546,39,67,,236,2018-11-23
547,40,36,,103,2018-08-06
548,35,45,,190,2018-12-11
549,39,64,4,,2018-10-23
550,33,53,,64,2018-04-23
551,28,37,3,328,2018-08-21
552,34,64,2,277,2018-07-31
553,27,52,,,2018-08-05
554,36,42,4,569,2018-09-16
555,21,64,4,345,2018-06-12
556,23,54,,46,2018-06-06
557,35,56,2,138,2018-01-07
558,30,61,,154,2018-03-27
559,28,41,,213,2018-04-16
560,38,51,,305,2018-08-22
561,27,62,,434,2018-03-24
562,28,65,,44,2018-02-13
563,28,55,6,,2018-06-06
564,39,37,,291,2018-05-23
565,38,74,,56,2018-07-18
566,33,61,,409,2018-07-19
567,32,35,,507,2018-07-02
568,28,66,,513,2018-02-19
569,34,62,1,307,2018-12-02
570,28,42,,560,2018-06-29
571,39,51,,303,2018-02-06
572,39,67,,316,2018-06-22
573,35,69,,52,2018-09-10
574,36,52,,251,2018-05-15
575,35,55,,400,2018-06-19
576,33,47,2,17,2018-06-18
577,20,35,,384,2018-08-11
578,33,63,,338,2018-10-14
579,32,63,4,231,2018-03-19
580,25,47,,312,2018-06-02
581,39,45,,474,2018-04-09
582,36,58,,150,2018-05-12
583,25,75,3,530,2018-06-13
584,28,45,5,410,2018-12-10
585,27,69,4,387,2018-05-16
586,23,61,,232,2018-08-20
587,35,50,5,593,2018-04-06
588,32,50,,492,2018-01-14
589,26,45,1,512,2018-05-01
590,39,56,,355,2018-07-22
591,36,55,,477,2018-01-10
592,20,71,,240,2018-02-06
593,38,37,,319,2018-01-09
594,35,68,2,533,2018-10-29
595,39,69,,269,2018-12-07
596,21,60,,441,2018-06-05
597,24,49,,198,2018-08-06
598,26,59,3,178,2018-09-14
599,27,49,,111,2018-01-09
600,26,47,3,470,2018-04-06
601,21,65,3,389,2018-09-30
602,37,58,2,,2018-08-09
603,21,56,4,336,2018-05-04
604,27,63,,313,2018-08-31
605,30,73,,24,2018-10-11
606,38,51,,462,2018-03-07
607,23,72,,183,2018-08-09
608,35,71,,350,2018-06-23
609,36,42,,400,2018-11-18
610,21,59,,334,2018-01-27
611,36,65,2,230,2018-05-05
612,28,61,,10,2018-08-15
613,34,73,4,,2018-11-14
614,23,58,,469,2018-12-06
615,20,58,,476,2018-03-29
616,25,40,,132,2018-03-29
617,22,55,4,,2018-07-08
618,26,61,5,502,2018-12-06
619,20,62,,,2018-04-08
620,37,58,,489,2018-04-24
621,23,58,,533,2018-11-22
622,40,50,,474,2018-10-19
623,40,62,,517,2018-08-14
624,21,43,2,16,2018-12-06
625,37,62,,,2018-01-22
626,29,50,,197,2018-06-25
627,38,66,6,452,2018-03-29
628,25,71,2,268,2018-04-21
629,36,60,,131,2018-09-10
630,20,67,,67,2018-07-04
631,33,67,,306,2018-05-28
632,27,35,,508,2018-11-25
633,29,38,2,163,2018-10-16
634,23,49,,406,2018-08-10
635,33,56,4,584,2018-08-07
636,40,73,,284,2018-09-22
637,27,53,,213,2018-06-26
638,27,41,,292,2018-09-26
639,39,41,4,307,2018-09-10
640,31,39,,57,2018-05-08
641,27,51,1,211,2018-04-14
642,34,65,,247,2018-10-31
643,32,37,,156,2018-01-01
644,31,74,5,420,2018-05-27
645,39,56,,194,2018-12-01
646,38,37,3,,2018-03-30
647,38,72,,78,2018-05-22
648,39,56,1,,2018-10-17
649,34,46,,554,2018-05-05
650,22,48,,259,2018-05-24
651,36,75,,125,2018-08-03
652,20,66,,,2018-10-16
653,22,41,,,2018-11-19
654,40,51,5,117,2018-06-01
655,36,40,1,71,2018-04-17
656,32,59,,58,2018-05-09
657,35,62,2,226,2018-02-22
658,39,70,,177,2018-08-06
659,27,60,2,581,2018-08-09
660,35,43,3,2,2018-05-12
661,27,68,6,338,2018-11-28
662,39,72,,523,2018-05-26
663,30,68,1,,2018-10-21
664,28,47,5,425,2018-04-09
665,20,37,,322,2018-09-26
666,40,38,,39,2018-01-10
667,21,70,1,374,2018-11-14
668,38,69,6,9,2018-12-07
669,38,45,,523,2018-09-26
670,25,46,1,73,2018-10-20
671,33,53,2,,2018-06-28
672,28,51,,,2018-02-11
673,24,38,,171,2018-02-10
674,22,43,,191,2018-09-26
675,20,52,,10,2018-05-08
676,21,61,2,,2018-09-23
677,30,52,5,591,2018-08-04
678,40,38,,591,2018-01-07
679,40,50,5,,2018-09-26
680,30,57,2,48,2018-11-22
681,38,36,,504,2018-11-29
682,21,35,4,222,2018-07-04
683,38,43,,374,2018-07-12
684,34,43,2,77,2018-05-01
685,40,51,,38,2018-04-10
686,27,65,1,307,2018-12-10
687,21,41,,384,2018-09-20
688,39,61,3,,2018-08-12
689,37,74,,,2018-07-23
690,38,52,,159,2018-05-23
691,28,57,4,193,2018-07-23
692,22,59,,,2018-05-24
693,34,45,,,2018-08-24
694,22,53,,200,2018-09-20
695,30,73,,222,2018-03-07
696,20,43,,,2018-11-01
697,23,72,,456,2018-12-03
698,25,63,1,53,2018-08-31
699,30,37,,321,2018-02-15
700,25,49,,280,2018-11-05
701,37,57,,3,2018-02-12
702,31,36,,145,2018-01-14
703,37,47,,333,2018-08-30
704,26,45,3,127,2018-01-14
705,33,70,3,149,2018-04-24
706,24,64,,464,2018-06-14
707,37,38,,439,2018-06-06
708,27,56,,475,2018-10-07
709,32,47,,505,2018-01-30
710,23,66,5,158,2018-04-03
711,32,55,,,2018-09-22
712,35,37,,379,2018-10-10
713,25,48,3,204,2018-03-31
714,38,73,2,482,2018-04-02
715,30,37,,520,2018-08-22
716,34,47,,462,2018-11-11
717,25,37,,121,2018-02-10
718,23,49,1,588,2018-03-16
719,28,65,,501,2018-05-20
720,21,61,5,281,2018-11-19
721,25,61,1,579,2018-10-24
722,26,46,3,279,2018-04-16
723,33,70,3,124,2018-08-15
724,21,55,,486,2018-06-29
725,35,57,,260,2018-10-07
726,33,72,,424,2018-05-13
727,34,64,,291,2018-10-28
728,40,60,6,435,2018-09-20
729,27,49,,79,2018-01-15
730,26,62,,112,2018-03-12
